#name	chromosome	start	length	color	full_name	citations_from_2021_02_10_to_2021_07_15	significance
PDK4	6	5483351	12927	#73af42	pyruvate dehydrogenase kinase, isoenzyme 4	4	
GPR37	6	25668522	21457	#73af42	G protein-coupled receptor 37	4	
NPY	6	49799690	6795	#73af42	neuropeptide Y	4	
RAB7	6	87976088	46164	#73af42	RAB7, member RAS oncogene family	4	
HDAC11	6	91133797	17868	#73af42	histone deacetylase 11	4	
OXTR	6	112450644	16142	#73af42	oxytocin receptor	4	
CRELD1	6	113460317	9985	#73af42	cysteine-rich with EGF-like domains 1	4	
IL17RA	6	120440158	20530	#73af42	interleukin 17 receptor A	4	
PHC1	6	122294690	22496	#73af42	polyhomeotic 1	4	
RIMKLB	6	122430568	32696	#73af42	ribosomal modification protein rimK-like family member B	4	
NANOG	6	122684524	7068	#73af42	Nanog homeobox	4	
CLEC4E	6	123258748	8082	#73af42	C-type lectin domain family 4, member e	4	
PLD3	7	27231425	21218	#73af42	phospholipase D family, member 3	4	
ETV2	7	30333041	2236	#73af42	ets variant 2	4	
SPIB	7	44175419	6076	#73af42	Spi-B transcription factor (Spi-1/PU.1 related)	4	
CRYM	7	119785603	15609	#73af42	crystallin, mu	4	
METTL9	7	120633668	42390	#73af42	methyltransferase like 9	4	
BCKDK	7	127503245	5591	#73af42	branched chain ketoacid dehydrogenase kinase	4	
ITGAM	7	127661812	55851	#73af42	integrin alpha M	4	
CYP2E1	7	140343732	11171	#73af42	cytochrome P450, family 2, subfamily e, polypeptide 1	4	
FGF15	7	144450269	4419	#73af42	fibroblast growth factor 15	4	
XAB2	8	3660090	11206	#73af42	XPA binding protein 2	4	
ANGPT2	8	18740279	51299	#73af42	angiopoietin 2	4	
TENM3	8	48678700	449025	#73af42	teneurin transmembrane protein 3	4	
CERS1	8	70768425	15813	#73af42	ceramide synthase 1	4	
HMOX1	8	75820246	6975	#73af42	heme oxygenase 1	4	
NOL3	8	106003079	5492	#73af42	nucleolar protein 3 (apoptosis repressor with CARD domain)	4	
CTCF	8	106363170	46384	#73af42	CCCTC-binding factor	4	
IRF8	8	121465378	18053	#73af42	interferon regulatory factor 8	4	
DRD2	9	49251703	67765	#73af42	dopamine receptor D2	4	
SMAD3	9	63554049	111227	#73af42	SMAD family member 3	4	
TFDP2	9	96141301	64398	#73af42	transcription factor Dp 2	4	
MST1R	9	107792202	5380	#73af42	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	4	
TTC21A	9	119766672	30187	#73af42	tetratricopeptide repeat domain 21A	4	
ENTPD3	9	120368884	28508	#73af42	ectonucleoside triphosphate diphosphohydrolase 3	4	
PQBP1	X	7760758	4750	#73af42	polyglutamine binding protein 1	4	
RBM3	X	8008595	3524	#73af42	RNA binding motif (RNP1, RRM) protein 3	4	
SYN1	X	20726750	60407	#73af42	synapsin I	4	
PHF6	X	52001091	44747	#73af42	PHD finger protein 6	4	
PDK3	X	92808222	67534	#73af42	pyruvate dehydrogenase kinase, isoenzyme 3	4	
OPHN1	X	97917332	17299	#73af42	oligophrenin 1	4	
MIR325	X	104422688	97	#73af42	microRNA 325	4	
IL1R1	1	40305746	49591	#73af42	interleukin 1 receptor, type I	3	
RGS5	1	169483070	40312	#73af42	regulator of G-protein signaling 5	3	
ADAMTS2	11	50492912	205488	#73af42	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2	3	
WNT3A	11	59138868	42709	#73af42	wingless-type MMTV integration site family, member 3A	3	
TNS4	11	98956504	23628	#73af42	tensin 4	3	
FOXJ1	11	116221530	4650	#73af42	forkhead box J1	3	
SDC1	12	8821396	22291	#73af42	syndecan 1	3	
SERPINB1A	13	33026075	9093	#73af42	serine (or cysteine) peptidase inhibitor, clade B, member 1a	3	
PRLR	15	10293737	52131	#73af42	prolactin receptor	3	
TNFRSF11B	15	54114015	27865	#73af42	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	3	
PTK2	15	73076954	218086	#73af42	PTK2 protein tyrosine kinase 2	3	
FBLN1	15	85090209	80286	#73af42	fibulin 1	3	
CNTN1	15	92059238	180610	#73af42	contactin 1	3	
WNT1	15	98687738	3973	#73af42	wingless-type MMTV integration site family, member 1	3	
KRT18	15	101936651	3810	#73af42	keratin 18	3	
DNM1L	16	16130092	46803	#73af42	dynamin 1-like	3	
APOD	16	31115010	18616	#73af42	apolipoprotein D	3	
PRKN	17	11059246	1223007	#73af42	parkin RBR E3 ubiquitin protein ligase	3	
DDR1	17	35992459	23032	#73af42	discoidin domain receptor family, member 1	3	
MIB1	18	10725625	92953	#73af42	mindbomb E3 ubiquitin protein ligase 1	3	
LOX	18	52649132	13807	#73af42	lysyl oxidase	3	
CD74	18	60936921	8803	#73af42	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	3	
MRC1	2	14234225	102609	#73af42	mannose receptor, C type 1	3	
SLC4A10	2	61978222	178865	#73af42	solute carrier family 4, sodium bicarbonate cotransporter-like, member 10	3	
SPI1	2	90927045	19057	#73af42	spleen focus forming virus (SFFV) proviral integration oncogene	3	
TLR2	3	83743579	5336	#73af42	toll-like receptor 2	3	
NPNT	3	132587506	68546	#73af42	nephronectin	3	
RAD54B	4	11558920	56888	#73af42	RAD54 homolog B (S. cerevisiae)	3	
SLC31A1	4	62278938	31068	#73af42	solute carrier family 31, member 1	3	
FABP3	4	130202531	6725	#73af42	fatty acid binding protein 3, muscle and heart	3	
HGF	5	16758899	65538	#73af42	hepatocyte growth factor	3	
SLIT2	5	48140497	324580	#73af42	slit guidance ligand 2	3	
FLT1	5	147571970	90851	#73af42	FMS-like tyrosine kinase 1	3	
MET	6	17463956	110023	#73af42	met proto-oncogene	3	
CUL1	6	47431691	71387	#73af42	cullin 1	3	
SLC6A13	6	121280598	34082	#73af42	solute carrier family 6 (neurotransmitter transporter, GABA), member 13	3	
CRX	7	15599872	14008	#73af42	cone-rod homeobox	3	
FXYD1	7	30751103	3978	#73af42	FXYD domain-containing ion transport regulator 1	3	
IGF1R	7	67602005	281410	#73af42	insulin-like growth factor I receptor	3	
LYVE1	7	110449814	12346	#73af42	lymphatic vessel endothelial hyaluronan receptor 1	3	
PTH	7	112984783	2997	#73af42	parathyroid hormone	3	
HHIP	8	80692480	92157	#73af42	Hedgehog-interacting protein	3	
DEUP1	9	15492863	46739	#73af42	deuterosome assembly protein 1	3	
PIN1	9	20563414	11594	#73af42	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	3	
ACAD8	9	26885436	25409	#73af42	acyl-Coenzyme A dehydrogenase family, member 8	3	
ADAM10	9	70586264	101247	#73af42	a disintegrin and metallopeptidase domain 10	3	
RBP1	9	98305014	23589	#73af42	retinol binding protein 1, cellular	3	
GPC3	X	51361304	341547	#73af42	glypican 3	3	
RP1	1	4413730	16807	#73af42	retinitis pigmentosa 1 (human)	0	
MRPL15	1	4843421	12528	#73af42	mitochondrial ribosomal protein L15	0	
LYPLA1	1	4878046	38912	#73af42	lysophospholipase 1	0	
TCEA1	1	4928551	39581	#73af42	transcription elongation factor A (SII) 1	0	
RGS20	1	4979799	160709	#73af42	regulator of G-protein signaling 20	0	
ATP6V1H	1	5153309	79463	#73af42	ATPase, H+ transporting, lysosomal V1 subunit H	0	
OPRK1	1	5658716	17640	#73af42	opioid receptor, kappa 1	0	
NPBWR1	1	5983926	3691	#73af42	neuropeptides B/W receptor 1	0	
RB1CC1	1	6284886	61442	#73af42	RB1-inducible coiled-coil 1	0	
ALKAL1	1	6429555	35400	#73af42	ALK and LTK ligand 1	0	
ST18	1	6800275	130889	#73af42	suppression of tumorigenicity 18	0	
PCMTD1	1	7159144	84708	#73af42	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	0	
SNTG1	1	8429963	940139	#73af42	syntrophin, gamma 1	0	
RRS1	1	9615633	2047	#73af42	ribosome biogenesis regulator 1	0	
ADHFE1	1	9618173	30022	#73af42	alcohol dehydrogenase, iron containing, 1	0	
2610203C22RIK	1	9631058	70259	#73af42	RIKEN cDNA 2610203C22 gene	0	
VXN	1	9671492	25875	#73af42	vexin	0	
MYBL1	1	9737636	32798	#73af42	myeloblastosis oncogene-like 1	0	
VCPIP1	1	9788847	29760	#73af42	valosin containing protein (p97)/p47 complex interacting protein 1	0	
1700034P13RIK	1	9817873	23608	#73af42	RIKEN cDNA 1700034P13 gene	0	
SGK3	1	9918506	54287	#73af42	serum/glucocorticoid regulated kinase 3	0	
MCMDC2	1	9978863	32316	#73af42	minichromosome maintenance domain containing 2	0	
SNHG6	1	10012250	2093	#73af42	small nucleolar RNA host gene 6	0	
SNORD87	1	10012695	73	#73af42	small nucleolar RNA, C/D box 87	0	
TCF24	1	10030388	7647	#73af42	transcription factor 24	0	
PPP1R42	1	10038847	40514	#73af42	protein phosphatase 1, regulatory subunit 42	0	
COPS5	1	10094825	13559	#73af42	COP9 signalosome subunit 5	0	
CSPP1	1	10116718	90275	#73af42	centrosome and spindle pole associated protein 1	0	
ARFGEF1	1	10207732	95163	#73af42	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	0	
CPA6	1	10394944	395226	#73af42	carboxypeptidase A6	0	
PREX2	1	11334187	39719	#73af42	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	0	
A830018L16RIK	1	11484329	561797	#73af42	RIKEN cDNA A830018L16 gene	0	
MIR6341	1	12496210	120	#73af42	microRNA 6341	0	
GM17644	1	12737787	5527	#73af42	predicted gene, 17644	0	
SULF1	1	12788769	141827	#73af42	sulfatase 1	0	
SLCO5A1	1	12936774	124585	#73af42	solute carrier organic anion transporter family, member 5A1	0	
NCOA2	1	13209329	234978	#73af42	nuclear receptor coactivator 2	0	
TRAM1	1	13634917	25217	#73af42	translocating chain-associating membrane protein 1	0	
LACTB2	1	13696124	34609	#73af42	lactamase, beta 2	0	
XKR9	1	13738995	32952	#73af42	X-linked Kx blood group related 9	0	
GM5523	1	13855909	1244	#73af42	glyceraldehyde-3-phosphate dehydrogenase pseudogene	0	
MSC	1	14823571	2619	#73af42	musculin	0	
KCNB2	1	15357149	436825	#73af42	potassium voltage gated channel, Shab-related subfamily, member 2	0	
TERF1	1	15875870	38406	#73af42	telomeric repeat binding factor 1	0	
SBSPON	1	15924086	38860	#73af42	somatomedin B and thrombospondin, type 1 domain containing	0	
4930444P10RIK	1	16136203	27346	#73af42	RIKEN cDNA 4930444P10 gene	0	
RPL7	1	16171520	3137	#73af42	ribosomal protein L7	0	
RDH10	1	16176106	26668	#73af42	retinol dehydrogenase 10 (all-trans)	0	
STAU2	1	16414516	175010	#73af42	staufen double-stranded RNA binding protein 2	0	
UBE2W	1	16638898	50617	#73af42	ubiquitin-conjugating enzyme E2W (putative)	0	
ELOC	1	16712989	14100	#73af42	elongin C	0	
D030040B21RIK	1	16727776	4726	#73af42	RIKEN cDNA D030040B21 gene	0	
TMEM70	1	16735415	13084	#73af42	transmembrane protein 70	0	
LY96	1	16758680	21149	#73af42	lymphocyte antigen 96	0	
JPH1	1	17065164	102949	#73af42	junctophilin 1	0	
GDAP1	1	17215597	18897	#73af42	ganglioside-induced differentiation-associated-protein 1	0	
PI15	1	17672125	29038	#73af42	peptidase inhibitor 15	0	
GM16070	1	17746251	51619	#73af42	predicted gene 16070	0	
CRISPLD1	1	17797641	38790	#73af42	cysteine-rich secretory protein LCCL domain containing 1	0	
CRISP4	1	18185415	30711	#73af42	cysteine-rich secretory protein 4	0	
DEFB44-PS	1	18280277	13511	#73af42	defensin beta 44, pseudogene	0	
DEFB18	1	18306626	1074	#73af42	defensin beta 18	0	
DEFB41	1	18330615	4747	#73af42	defensin beta 41	0	
GM15825	1	19133524	41540	#73af42	predicted gene 15825	0	
TFAP2D	1	19174357	69815	#73af42	transcription factor AP-2, delta	0	
TFAP2B	1	19282278	26791	#73af42	transcription factor AP-2 beta	0	
PKHD1	1	20128003	560278	#73af42	polycystic kidney and hepatic disease 1	0	
4930486I03RIK	1	20426678	35846	#73af42	RIKEN cDNA 4930486I03 gene	0	
LINCMD1	1	20740106	13076	#73af42	long intergenic non-protein coding RNA of muscle differentiation 1	0	
MIR133B	1	20752993	118	#73af42	microRNA 133b	0	
IL17F	1	20847371	7123	#73af42	interleukin 17F	0	
6720483E21RIK	1	20958874	1823	#73af42	RIKEN cDNA 6720483E21 gene	0	
PAQR8	1	20988064	21810	#73af42	progestin and adipoQ receptor family member VIII	0	
EFHC1	1	21021850	39215	#73af42	EF-hand domain (C-terminal) containing 1	0	
TRAM2	1	21071621	77828	#73af42	translocating chain-associating membrane protein 2	0	
TMEM14A	1	21288799	11592	#73af42	transmembrane protein 14A	0	
GSTA3	1	21310809	24990	#73af42	glutathione S-transferase, alpha 3	0	
GM4956	1	21355470	13066	#73af42	predicted gene 4956	0	
KHDC1A	1	21419901	2522	#73af42	KH domain containing 1A	0	
KHDC1C	1	21438555	1412	#73af42	KH domain containing 1C	0	
KHDC1B	1	21453780	2828	#73af42	KH domain containing 1B	0	
KCNQ5	1	21468627	563539	#73af42	potassium voltage-gated channel, subfamily Q, member 5	0	
RIMS1	1	22356196	489043	#73af42	regulating synaptic membrane exocytosis 1	0	
GM7759	1	22937468	6694	#73af42	predicted gene 7759	0	
PPP1R14BL	1	23139555	1779	#73af42	protein phosphatase 1, regulatory inhibitor subunit 14B like	0	
MIR30A	1	23311350	70	#73af42	microRNA 30a	0	
MIR30C-2	1	23330782	83	#73af42	microRNA 30c-2	0	
OGFRL1	1	23405517	16765	#73af42	opioid growth factor receptor-like 1	0	
GM28822	1	23613668	22063	#73af42	predicted gene 28822	0	
B3GAT2	1	23801007	85932	#73af42	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)	0	
SMAP1	1	23884706	76756	#73af42	small ArfGAP 1	0	
SDHAF4	1	24035020	9701	#73af42	succinate dehydrogenase complex assembly factor 4	0	
FAM135A	1	24049839	89583	#73af42	family with sequence similarity 135, member A	0	
COL9A1	1	24234284	57535	#73af42	collagen, type IX, alpha 1	0	
COL19A1	1	24296764	329754	#73af42	collagen, type XIX, alpha 1	0	
LMBRD1	1	24717999	87381	#73af42	LMBR1 domain containing 1	0	
ADGRB3	1	25106557	762231	#73af42	adhesion G protein-coupled receptor B3	0	
GM20172	1	25315485	1550	#73af42	predicted gene, 20172	0	
GM9884	1	25869511	1140	#73af42	predicted gene 9884	0	
4931408C20RIK	1	26720882	5659	#73af42	RIKEN cDNA 4931408C20 gene	0	
GM5524	1	27923127	18141	#73af42	predicted gene 5524	0	
GM597	1	28815203	4130	#73af42	predicted gene 597	0	
MIR6342	1	29460569	124	#73af42	microRNA 6342	0	
GM31465	1	30160094	17823	#73af42	predicted gene, 31465	0	
PHF3	1	30841423	60914	#73af42	PHD finger protein 3	0	
PTP4A1	1	30979384	9452	#73af42	protein tyrosine phosphatase 4a1	0	
LOC115487084	1	30988952	1464	#73af42	uncharacterized LOC115487084	0	
GM29669	1	31058269	77266	#73af42	predicted gene 29669	0	
4931428L18RIK	1	31180159	81578	#73af42	RIKEN cDNA 4931428L18 gene	0	
LGSN	1	31215516	28290	#73af42	lengsin, lens protein with glutamine synthetase domain	0	
DNAAF6	1	31261920	1448	#73af42	dynein axonemal assembly factor 6	0	
GM4850	1	31303928	3214	#73af42	THO complex 4 pseudogene	0	
KHDRBS2	1	32211803	485847	#73af42	KH domain containing, RNA binding, signal transduction associated 2	0	
GM9839	1	32558644	1436	#73af42	predicted gene 9839	0	
GM5415		32582627	3747	#73af42		0	
PRIM2	1	33492889	215986	#73af42	DNA primase, p58 subunit	0	
1700001G17RIK	1	33708905	888	#73af42	RIKEN cDNA 1700001G17 gene	0	
GM32229	1	33753262	5665	#73af42	predicted gene, 32229	0	
RAB23	1	33759500	22145	#73af42	RAB23, member RAS oncogene family	0	
BAG2	1	33784565	12266	#73af42	BCL2-associated athanogene 2	0	
ZFP451	1	33841041	12635	#73af42	zinc finger protein 451	0	
GM15455	1	33874980	3015	#73af42	predicted gene 15455	0	
BEND6	1	33891133	55715	#73af42	BEN domain containing 6	0	
DST	1	34199341	23643	#73af42	dystonin	0	
MIR6896	1	34156440	72	#73af42	microRNA 6896	0	
GM26788	1	34204930	12315	#73af42	predicted gene, 26788	0	
MIR5103	1	34472202	78	#73af42	microRNA 5103	0	
CCDC115	1	34475751	3002	#73af42	coiled-coil domain containing 115	0	
IMP4	1	34478910	5918	#73af42	IMP4, U3 small nucleolar ribonucleoprotein	0	
PTPN18	1	34498827	14033	#73af42	protein tyrosine phosphatase, non-receptor type 18	0	
PRSS39	1	34537493	4650	#73af42	protease, serine 39	0	
CFC1	1	34574729	8663	#73af42	cripto, FRL-1, cryptic family 1	0	
PRSS40	1	34591413	8611	#73af42	protease, serine 40	0	
AMER3	1	34618774	11252	#73af42	APC membrane recruitment 3	0	
AA619741	1	34672616	2675	#73af42	PHD finger protein 19 pseudogene	0	
ARHGEF4	1	34840822	10997	#73af42	Rho guanine nucleotide exchange factor (GEF) 4	0	
FAM168B	1	34852299	29832	#73af42	family with sequence similarity 168, member B	0	
PLEKHB2	1	34889070	29565	#73af42	pleckstrin homology domain containing, family B (evectins) member 2	0	
HS6ST1	1	36107481	38046	#73af42	heparan sulfate 6-O-sulfotransferase 1	0	
UGGT1	1	36179109	104274	#73af42	UDP-glucose glycoprotein glucosyltransferase 1	0	
MIR6897	1	36183333	61	#73af42	microRNA 6897	0	
NEURL3	1	36303683	8823	#73af42	neuralized E3 ubiquitin protein ligase 3	0	
ARID5A	1	36346814	16296	#73af42	AT rich interactive domain 5A (MRF1-like)	0	
KANSL3	1	36374811	33451	#73af42	KAT8 regulatory NSL complex subunit 3	0	
MIR6898	1	36387763	76	#73af42	microRNA 6898	0	
FER1L5	1	36411271	49920	#73af42	fer-1-like 5 (C. elegans)	0	
LMAN2L	1	36462267	22085	#73af42	lectin, mannose-binding 2-like	0	
GM33454	1	36502293	8557	#73af42	predicted gene, 33454	0	
CNNM4	1	36510678	37179	#73af42	cyclin M4	0	
CNNM3	1	36550948	16369	#73af42	cyclin M3	0	
ANKRD23	1	36569274	6363	#73af42	ankyrin repeat domain 23	0	
ANKRD39	1	36577252	9081	#73af42	ankyrin repeat domain 39	0	
SEMA4C	1	36587720	9742	#73af42	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	0	
FAM178B	1	36639055	83209	#73af42	family with sequence similarity 178, member B	0	
COX5B	1	36730568	1901	#73af42	cytochrome c oxidase subunit 5B	0	
ACTR1B	1	36738283	10723	#73af42	ARP1 actin-related protein 1B, centractin beta	0	
4933424G06RIK	1	36753618	43422	#73af42	RIKEN cDNA 4933424G06 gene	0	
ZAP70	1	36818065	3836	#73af42	zeta-chain (TCR) associated protein kinase	0	
TMEM131	1	36831270	147338	#73af42	transmembrane protein 131	0	
VWA3B	1	37068394	158294	#73af42	von Willebrand factor A domain containing 3B	0	
CNGA3	1	37258286	44179	#73af42	cyclic nucleotide gated channel alpha 3	0	
INPP4A	1	37408298	35225	#73af42	inositol polyphosphate-4-phosphatase, type I	0	
COA5	1	37456166	13018	#73af42	cytochrome C oxidase assembly factor 5	0	
UNC50	1	37469220	8847	#73af42	unc-50 homolog	0	
MGAT4A	1	37478421	101676	#73af42	mannoside acetylglucosaminyltransferase 4, isoenzyme A	0	
4930594C11RIK	1	37524932	2754	#73af42	G1 to S phase transition pseudogene	0	
CRACDL	1	37650757	108135	#73af42	capping protein inhibiting regulator of actin like	0	
TSGA10	1	37840544	53910	#73af42	testis specific 10	0	
LIPT1	1	37911431	3877	#73af42	lipoyltransferase 1	0	
MITD1	1	37917969	11523	#73af42	MIT, microtubule interacting and transport, domain containing 1	0	
MRPL30	1	37929558	7861	#73af42	mitochondrial ribosomal protein L30	0	
LYG2	1	37945004	10570	#73af42	lysozyme G-like 2	0	
LYG1	1	37985819	11021	#73af42	lysozyme G-like 1	0	
TXNDC9	1	38022948	13341	#73af42	thioredoxin domain containing 9	0	
EIF5B	1	38037091	57569	#73af42	eukaryotic translation initiation factor 5B	0	
REV1	1	38091867	76880	#73af42	REV1, DNA directed polymerase	0	
GM5099	1	38171164	27809	#73af42	predicted gene 5099	0	
AFF3	1	38215072	451253	#73af42	AF4/FMR2 family, member 3	0	
LONRF2	1	38832750	43018	#73af42	LON peptidase N-terminal domain and ring finger 2	0	
CHST10	1	38902954	34287	#73af42	carbohydrate sulfotransferase 10	0	
NMS	1	38978230	11127	#73af42	neuromedin S	0	
PDCL3	1	39026895	9422	#73af42	phosducin-like 3	0	
MIR6349	1	39225977	96	#73af42	microRNA 6349	0	
NPAS2	1	39233353	168968	#73af42	neuronal PAS domain protein 2	0	
RPL31	1	39406932	4059	#73af42	ribosomal protein L31	0	
TBC1D8	1	39412394	105442	#73af42	TBC1 domain family, member 8	0	
CNOT11	1	39574782	11176	#73af42	CCR4-NOT transcription complex, subunit 11	0	
SNORD89	1	39587828	93	#73af42	small nucleolar RNA, C/D box 89	0	
RNF149	1	39590380	26048	#73af42	ring finger protein 149	0	
CREG2	1	39657574	32776	#73af42	cellular repressor of E1A-stimulated genes 2	0	
RFX8	1	39704461	55688	#73af42	regulatory factor X 8	0	
GM3646	1	39843301	1191	#73af42	predicted gene 3646	0	
1700066B17RIK	1	39881588	4902	#73af42	RIKEN cDNA 1700066B17 gene	0	
GM35600	1	39891603	12646	#73af42	predicted gene, 35600	0	
MAP4K4	1	39940073	125397	#73af42	mitogen-activated protein kinase kinase kinase kinase 4	0	
GM16894	1	40115372	9639	#73af42	predicted gene, 16894	0	
IL1R2	1	40125253	39137	#73af42	interleukin 1 receptor, type II	0	
IL1RL2	1	40363749	42964	#73af42	interleukin 1 receptor-like 2	0	
IL1RL1	1	40478789	25785	#73af42	interleukin 1 receptor-like 1	0	
IL18R1	1	40505166	34848	#73af42	interleukin 18 receptor 1	0	
