## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta	views	view_delta	view_rank	view_rank_delta
DCAF8	7	-3	2129	-426	1	1	7956	-2766
NSDHL	7	-3	2129	-426	6	5	2675	-3603
DERL2	7	1	2129	3713	3	1	4541	303
EXOSC3	7	0	2129	1873	3	3	4540	-6016
EXOSC1	7	2	2129	6747	0	-1	11061	4849
RRP15	7	-1	2129	789	0	-1	11047	4842
PAM16	7	7	2129	15745	5	2	3065	-8
LAP3	7	-6	2129	-1233	0	0
RPS27L	7	0	2129	1873	1	1	7738	-2448
TMX2	7	2	2129	6747	0	0
UTP18	7	-4	2129	-779	0	0	10645	698
SAR1B	7	1	2129	3713	3	3	4431	-5244
ANGPTL4	7	-5	2129	-1045	22	10	864	-82
COPS4	7	-1	2129	789	0	-2	10470	6360
DBR1	7	-2	2129	86	2	2	5849	-4649
DCTN4	7	-2	2129	86	3	3	4537	-5989
CRBN	7	-4	2129	-779	65	30	289	-63
PLCE1	7	-1	2129	789	1	1	8086	-2959
CPA4	7	7	2129	15745	3	1	4586	277
DDX47	7	-3	2129	-426	0	0	11439	352
PHF20	7	7	2129	15745	3	2	4620	-1845
PBDC1	7	7	2129	15745	1	1	8224	-3149
IER5	7	7	2129	15745	0	0
TLR7	7	-8	2129	-1534	2	0	5187	1475
BPIFA1	7	1	2129	3713	4	4	3345	-4320
GCNT4	7	7	2129	15745	0	0
ARMCX1	7	7	2129	15745	0	0	10555	741
TLR8	7	-1	2129	789	0	-1	8801	4146
RSRC1	7	1	2129	3713	0	0
THEM6	7	2	2129	6747	0	0
CRNKL1	7	-2	2129	86	0	0
ZBTB7A	7	-2	2129	86	41	25	469	-242
HOOK1	7	-1	2129	789	0	0	10776	631
UCHL5	7	-7	2129	-1397	1	1	7653	-2305
MAGEC2	7	0	2129	1873	0	0	11790	205
ANKFY1	7	-1	2129	789	0	0	11775	221
SPOUT1	7	1	2129	3713	0	0
NOP16	7	-1	2129	789	0	0
HACD3	7	-4	2129	-779	0	0	11814	200
RTF2	7	1	2129	3713	1	0	7702	1648
DTL	7	-2	2129	86	1	1	7711	-2415
VTA1	7	-1	2129	789	0	0	10759	642
ZCCHC17	7	2	2129	6747	1	1	7717	-2419
ARMCX3	7	1	2129	3713	0	0	10923	553
UFM1	7	1	2129	3713	3	1	4515	297
ESF1	7	1	2129	3713	0	0	10937	542
NBAS	7	2	2129	6747	0	0
TRMT6	7	0	2129	1873	0	0
LUC7L2	7	-7	2129	-1397	0	0	10861	586
PPIL1	7	-2	2129	86	1	1	7904	-2664
TPPP3	7	7	2129	15745	4	4	3705	-6878
PALS2	7	0	2129	1873	0	-1	11063	4847
SUFU	7	1	2129	3713	3	-1	3882	1722
CPSF3	7	-3	2129	-426	0	0	11040	498
UIMC1	7	0	2129	1873	0	-1	11052	4844
CMPK1	7	1	2129	3713	0	-2	11060	6821
WBP11	7	1	2129	3713	0	-1	11072	4851
WWOX	7	-2	2129	86	6	5	2666	-3535
C9orf78	7	0	2129	1873	0	0	10967	533
RSF1	7	-3	2129	-426	1	0	7867	1691
CALML5	7	1	2129	3713	2	2	5833	-4589
ADA2	7	-3	2129	-426	1	-1	7858	3631
IL17D	7	7	2129	15745	0	0
MBD3	7	-4	2129	-779	1	1	8094	-2977
PPIL3	7	0	2129	1873	2	2	5962	-5103
CPSF2	7	-3	2129	-426	0	0	11653	266
ERRFI1	7	1	2129	3713	2	0	5802	1604
TERF2IP	7	0	2129	1873	5	3	3075	-1130
SLC38A2	7	2	2129	6747	4	4	3682	-6587
RBM27	7	-3	2129	-426	0	0
MIEF1	7	7	2129	15745	0	0	10886	570
TOLLIP	7	0	2129	1873	5	1	3076	633
KRT20	7	-3	2129	-426	7	4	2160	-432
PLEKHA5	7	1	2129	3713	1	1	7815	-2516
PIMREG	7	7	2129	15745	0	0
TMX3	7	0	2129	1873	0	-1	11315	4996
EXOSC4	7	-2	2129	86	0	0	11268	408
GNL3L	7	-2	2129	86	2	1	5821	-329
DDX49	7	-1	2129	789	0	0
EPB41L4B	7	1	2129	3713	0	0
UGT1A6	7	7	2129	15745	2	0	5816	1599
DDX56	7	-4	2129	-779	0	0	10854	593
INO80	7	0	2129	1873	0	0
PARP14	7	7	2129	15745	2	2	5808	-4495
ZRANB1	7	7	2129	15745	0	-3	10906	7814
DNAJB12	7	-3	2129	-426	0	0
BNC2	7	7	2129	15745	8	6	2104	-2122
KLHL24	7	1	2129	3713	0	0
HAUS6	7	-1	2129	789	1	1	7877	-2595
QPCTL	7	1	2129	3713	0	0
CC2D1A	7	1	2129	3713	1	1	7919	-2689
TOR4A	7	2	2129	6747	0	0
ANKHD1	7	-5	2129	-1045	1	0	7893	1693
RETSAT	7	1	2129	3713	1	1	7891	-2630
BLTP3A	7	-1	2129	789	0	0
TASOR2	7	-2	2129	86	0	0	10322	852
FOCAD	7	0	2129	1873	0	-1	10321	4454
UBE2R2	7	1	2129	3713	2	1	5611	-267
TRMT10C	7	-2	2129	86	0	0
THG1L	7	7	2129	15745	0	0	10442	792
PAK1IP1	7	7	2129	15745	0	0	10522	753
PIH1D1	7	1	2129	3713	0	0
BANK1	7	1	2129	3713	2	0	4773	1500
FKBP14	7	7	2129	15745	0	0
PTCD3	7	-4	2129	-779	0	0
GPATCH1	7	2	2129	6747	0	0
ARHGAP17	7	-1	2129	789	0	0
CEP192	7	-1	2129	789	0	-1	10433	4518
WRAP53	7	-1	2129	789	1	-2	7527	4499
SDAD1	7	0	2129	1873	0	0	10733	653
DARS2	7	-2	2129	86	0	0
PRMT6	7	7	2129	15745	0	0	10717	664
EXD2	7	0	2129	1873	0	0
SMU1	7	-4	2129	-779	1	1	8316	-3321
CCDC25	7	7	2129	15745	0	0	11824	198
IMP3	7	0	2129	1873	1	-2	8036	4911
TMEM100	7	7	2129	15745	0	0
WDR33	7	-2	2129	86	0	0	11194	445
LAPTM4B	7	7	2129	15745	2	2	5893	-4822
MCM10	7	0	2129	1873	4	3	3714	-2549
YOD1	7	7	2129	15745	0	0
DNAJA4	7	1	2129	3713	1	1	7977	-2794
PARL	7	7	2129	15745	8	2	2106	342
NOP10	7	1	2129	3713	0	0
OTUD5	7	1	2129	3713	0	0	11212	437
ZCCHC8	7	-2	2129	86	1	1	7990	-2799
ITLN1	7	-3	2129	-426	3	-3	4556	2791
SLC39A4	7	7	2129	15745	1	0	7997	1713
LYAR	7	-5	2129	-1045	3	1	4558	292
NHP2	7	0	2129	1873	0	0	11224	428
RABL6	7	0	2129	1873	1	1	7629	-2255
LUC7L	7	0	2129	1873	1	1	7627	-2251
NSUN5	7	0	2129	1873	0	0	10816	607
RBM22	7	-1	2129	789	0	0	10621	705
ARHGEF40	7	7	2129	15745	0	0
NECAP2	7	1	2129	3713	0	-2	10609	6466
WDR11	7	0	2129	1873	0	-1	10842	4732
TSR1	7	-1	2129	789	0	0
INTS13	7	-3	2129	-426	0	0	10841	604
ZFP64	7	1	2129	3713	0	0	10839	606
SEPTIN11	7	-4	2129	-779	0	-1	10824	4723
EXOC1	7	0	2129	1873	0	-1	10768	4702
NGLY1	7	-1	2129	789	9	3	1898	148
EXOC2	7	0	2129	1873	0	0	11595	291
KDM3A	7	0	2129	1873	3	3	4599	-6600
CAND1	7	-13	2129	-1896	1	0	8153	1734
CISD1	7	2	2129	6747	0	0
ZC3H15	7	-1	2129	789	0	0
GSDMB	7	0	2129	1873	3	3	4604	-6637
LMO3	7	1	2129	3713	1	-3	8181	5707
CMAS	7	-1	2129	789	0	0	11742	236
ANGPTL8	7	7	2129	15745	2	0	4798	1495
RCC2	7	-5	2129	-1045	0	0	11905	165
NKRF	7	-6	2129	-1233	2	2	6101	-5606
DMAP1	7	-4	2129	-779	0	0	11892	174
SULF2	7	1	2129	3713	2	2	6108	-5626
STK31	7	1	2129	3713	0	0
YLPM1	7	-8	2129	-1534	1	1	8018	-2820
RNF20	7	-3	2129	-426	4	3	3721	-2582
MEPCE	7	-1	2129	789	0	0
WDR45B	7	7	2129	15745	1	1	8002	-2819
PARD3	7	0	2129	1873	4	3	3720	-2582
PPAN	7	1	2129	3713	2	0	5918	1641
BCCIP	7	-1	2129	789	3	3	4568	-6283
TWNK	7	0	2129	1873	5	0	2708	916
POLE4	7	7	2129	15745	1	0	8024	1719
GRIPAP1	7	7	2129	15745	2	2	5883	-4784
UGGT1	7	-4	2129	-779	0	0
EXOSC5	7	2	2129	6747	1	1	7572	-2178
DHX33	7	0	2129	1873	0	0
MCCC1	7	-4	2129	-779	0	0
PAK6	7	2	2129	6747	0	-2	8741	5445
MRPS22	7	-3	2129	-426	0	0	10562	737
XAB2	7	-5	2129	-1045	1	-2	7615	4569
CCDC47	7	-2	2129	86	1	1	7617	-2236
AKR1B10	7	-2	2129	86	0	0	10557	739
UTP3	7	1	2129	3713	0	-1	10566	4600
TBX20	7	0	2129	1873	0	-1	9168	4132
PLSCR4	7	1	2129	3713	0	0	10800	611
AVEN	7	1	2129	3713	0	0
GOPC	7	1	2129	3713	1	1	7721	-2427
MRPL47	7	-1	2129	789	0	0
CHMP1B	7	7	2129	15745	2	2	5724	-4226
APMAP	7	-4	2129	-779	0	0
RTN4	7	-7	2129	-1397	7	2	2361	320
THOC2	7	-3	2129	-426	1	1	7545	-2134
ARFGEF3	7	3	2129	15286	0	0
SPC25	7	0	2129	1873	0	0
SCYL1	7	-2	2129	86	1	0	7773	1655
GATAD2B	7	-9	2129	-1647	5	4	3073	-3055
ISY1	7	2	2129	6747	0	0
LRRC47	7	-4	2129	-779	0	0
ZNF512B	7	1	2129	3713	0	0
AHRR	7	1	2129	3713	0	0
LRFN2	7	7	2129	15745	0	0
MTUS1	7	2	2129	6747	1	1	6307	-631
PCDH19	7	0	2129	1873	0	0
HACE1	7	1	2129	3713	1	1	6308	-635
ARHGAP21	7	1	2129	3713	2	2	5828	-4574
WDFY1	7	-1	2129	789	0	0
MRTFA	7	-1	2129	789	5	2	3080	-17
ZNF687	7	1	2129	3713	0	0	11813	200
USP28	7	-2	2129	86	0	0
CIP2A	7	-3	2129	-426	0	-3	12838	9611
EPB41L5	7	-2	2129	86	1	1	7878	-2599
DDX55	7	2	2129	6747	0	0
NCOA5	7	-2	2129	86	1	1	8077	-2949
SUGP1	7	0	2129	1873	0	0
SRPRB	7	1	2129	3713	1	1	8163	-3052
INIP	7	2	2129	6747	0	0
EPS15L1	7	1	2129	3713	2	2	5982	-5170
CACNG8	7	7	2129	15745	0	0
KLHL12	7	0	2129	1873	0	0	11498	335
MYG1	7	7	2129	15745	0	0
BACH2	7	1	2129	3713	9	7	1909	-2473
ELOVL5	7	0	2129	1873	0	-3	11772	8601
SAV1	7	-1	2129	789	4	3	3770	-2750
PROK2	7	1	2129	3713	0	0
PIEZO2	7	-1	2129	789	16	-1	1114	440
PCIF1	7	0	2129	1873	0	0
FKBPL	7	2	2129	6747	2	2	6066	-5430
CLSPN	7	-1	2129	789	1	-1	8104	3792
PRDM16	7	0	2129	1873	8	3	2111	42
PCGEM1	7	-1	2129	789	0	0	11452	352
TSPYL2	7	2	2129	6747	1	1	8117	-3004
RBM26	7	-2	2129	86	1	1	8109	-2998
GOLPH3	7	-1	2129	789	0	-2	8805	5459
ERAP2	7	7	2129	15745	8	0	2116	740
P3H1	7	-5	2129	-1045	0	0
SOX17	7	0	2129	1873	5	1	3134	638
COP1	7	-4	2129	-779	2	1	6136	-465
NFKBIZ	7	1	2129	3713	3	0	4675	1479
AKTIP	7	7	2129	15745	0	-2	11735	7357
MTMR14	7	1	2129	3713	0	0	11728	239
ANAPC1	7	0	2129	1873	2	2	6106	-5623
COPS7B	7	0	2129	1873	0	0	11903	165
ACBD3	7	-5	2129	-1045	0	-1	11931	5370
SMURF2	7	-8	2129	-1534	1	1	6316	-642
MTARC1	7	0	2129	1873	3	3	3848	-3089
ZNF574	7	2	2129	6747	1	1	7498	-2043
IPPK	7	7	2129	15745	0	0
FBXL17	7	2	2129	6747	0	0
PORCN	7	7	2129	15745	1	0	6655	1650
AIDA	7	1	2129	3713	0	0
C12orf43	7	2	2129	6747	2	0	5560	1541
BCL11B	7	2	2129	6747	5	-3	3025	1661
MRPS26	7	1	2129	3713	1	1	7475	-2011
MRPS5	7	-1	2129	789	0	-2	10342	6272
MRPL11	7	0	2129	1873	1	1	7483	-2017
MRPL9	7	2	2129	6747	0	0
UPF3B	7	-2	2129	86	4	2	3643	-479
SPATS2	7	-1	2129	789	0	0
C8orf33	7	1	2129	3713	0	0	8655	1815
BRD9	7	-4	2129	-779	3	3	3843	-3071
MRPS34	7	-2	2129	86	0	0
CHID1	7	3	2129	15286	4	2	3649	-487
VKORC1	7	1	2129	3713	17	1	1102	352
TRPM8	7	-3	2129	-426	59	22	318	-7
ASPSCR1	7	2	2129	6747	4	4	3638	-6054
METTL16	7	0	2129	1873	2	1	5657	-273
MBOAT7	7	-3	2129	-426	4	2	3662	-496
NOL12	7	7	2129	15745	0	0	10699	671
LINC01711	7	7	2129	15745	0	0
BRCC3	7	-1	2129	789	2	2	5744	-4287
TMEM43	7	-1	2129	789	5	2	3053	-10
IRX3	7	1	2129	3713	12	9	1501	-1675
THOC6	7	1	2129	3713	0	0
CDC73	7	-9	2129	-1647	4	4	3698	-6792
MRPL24	7	0	2129	1873	0	0	11029	505
ADIPOR2	7	7	2129	15745	4	4	3310	-4167
FAT4	7	7	2129	15745	8	5	2108	-1022
MAP7D3	7	-2	2129	86	0	0
HECTD3	7	1	2129	3713	0	0
SMC6	7	7	2129	15745	2	2	5950	-5062
VTCN1	7	-4	2129	-779	14	13	1313	-5032
RIOX1	7	0	2129	1873	0	0	11408	365
PRKRIP1	7	7	2129	15745	0	0
COLGALT1	7	-2	2129	86	3	2	4522	-1649
VASH2	7	7	2129	15745	0	0	11001	516
CLMP	7	7	2129	15745	0	0
PEAK1	7	-4	2129	-779	0	0
RABEP2	7	3	2129	15286	0	0
DOK3	7	7	2129	15745	0	0	11112	483
KIAA0319L	7	-1	2129	789	0	0
NOL10	7	2	2129	6747	0	0
WLS	7	1	2129	3713	0	-2	11257	6976
STN1	7	1	2129	3713	0	0
SLC8B1	7	7	2129	15745	1	0	7927	1683
EDC3	7	-1	2129	789	0	0	11617	287
MUS81	7	1	2129	3713	2	-3	5965	3897
HKDC1	7	1	2129	3713	1	0	8095	1728
NAA50	7	2	2129	6747	0	0
TARS2	7	-2	2129	86	0	0
RAB11FIP1	7	1	2129	3713	1	1	8097	-2981
WDR26	7	-6	2129	-1233	0	0	11419	359
EDEM3	7	7	2129	15745	2	1	5963	-402
GRPEL1	7	1	2129	3713	0	0
CEP70	7	7	2129	15745	1	1	8221	-3144
PUS1	7	-2	2129	86	1	-1	8220	3862
SKIC8	7	-1	2129	789	0	0
PDCD1LG2	7	-5	2129	-1045	14	9	1311	-745
CD276	7	-4	2129	-779	23	18	819	-1107
TTYH3	7	1	2129	3713	1	1	7894	-2645
COL18A1	7	2	2129	6747	1	1	6337	-660
HM13	7	-4	2129	-779	1	0	8099	1728
MOB2	7	2	2129	6747	0	0
CLPB	7	-2	2129	86	3	-3	4577	2810
RNF170	7	0	2129	1873	0	0
SEH1L	7	-1	2129	789	0	0
KIF18A	7	2	2129	6747	3	2	4578	-1756
SF3B5	7	-1	2129	789	0	0	11339	389
INO80B	7	1	2129	3713	0	-1	11336	5008
TMUB1	7	0	2129	1873	0	0
TLN2	7	1	2129	3713	3	0	4612	1457
JAM3	7	0	2129	1873	5	2	3113	-43
INHBE	7	7	2129	15745	0	0
RIOK1	7	0	2129	1873	2	1	6025	-433
ITCH	7	-7	2129	-1397	4	1	3758	597
GRWD1	7	-2	2129	86	0	0	11585	293
KLF16	7	-1	2129	789	0	0	11538	313
ATAD3B	7	-10	2129	-1743	1	1	6342	-674
EIF2A	7	0	2129	1873	23	15	827	-550
SLC4A11	7	1	2129	3713	1	1	8253	-3193
CCDC8	7	-1	2129	789	1	0	8257	1761
MND1	7	2	2129	6747	0	0
RPF2	7	1	2129	3713	0	0
LOXL4	7	7	2129	15745	1	1	8211	-3133
POLR1B	7	1	2129	3713	0	0	11638	280
HSDL2	7	-3	2129	-426	0	0
POLDIP3	7	-6	2129	-1233	0	0	11324	392
RNF135	7	2	2129	6747	0	0	11349	380
PHF6	7	-5	2129	-1045	4	4	3729	-7198
CHCHD6	7	7	2129	15745	0	0
ARFGAP2	7	1	2129	3713	0	0
MAML2	7	2	2129	6747	5	4	3129	-3420
JAGN1	7	2	2129	6747	0	0
PGBD1	7	7	2129	15745	0	0
LINC00852	7	7	2129	15745	0	0
DPY30	7	-1	2129	789	0	0
PPP1R9B	7	2	2129	6747	1	1	8176	-3064
HDGFL2	7	-3	2129	-426	0	0
PRRC2B	7	-1	2129	789	1	1	8187	-3084
AFAP1-AS1	7	1	2129	3713	0	0	11567	298
LMNB2	7	-3	2129	-426	4	3	3241	-1525
ABHD14B	7	1	2129	3713	0	0
PHF5A	7	0	2129	1873	0	0
LINC00839	7	1	2129	3713	0	0
FIBCD1	7	3	2129	15286	0	0	11543	306
LTV1	7	1	2129	3713	0	0
SYTL1	7	7	2129	15745	0	0	11697	258
SNHG12	7	1	2129	3713	0	0
SHANK3	7	1	2129	3713	21	8	896	0
ZCCHC3	7	-1	2129	789	0	0
STRIP1	7	2	2129	6747	0	-2	11480	7161
KIAA1671	7	0	2129	1873	0	0
RGS8	7	7	2129	15745	1	0	8131	1735
DOCK7	7	-3	2129	-426	1	1	8120	-3005
GFM1	7	-4	2129	-779	1	0	8236	1757
RPPH1	7	7	2129	15745	0	0
PNPT1	7	-5	2129	-1045	0	0
SIGLEC10	7	2	2129	6747	1	1	8255	-3202
CHRFAM7A	7	1	2129	3713	1	1	8265	-3215
ABCC10	7	1	2129	3713	1	0	8251	1757
TGIF2LX	7	7	2129	15745	0	0
IFT20	7	2	2129	6747	1	-1	8193	3851
TMEM263	7	1	2129	3713	0	0
JPT2	7	1	2129	3713	0	0	11712	245
CREB3L1	7	0	2129	1873	5	3	3117	-1250
TMEM259	7	7	2129	15745	0	0
DERL3	7	7	2129	15745	0	-1	11695	5206
RNF185	7	0	2129	1873	0	0
NEK9	7	-2	2129	86	1	1	8063	-2901
TIMD4	7	7	2129	15745	10	8	1743	-2537
MTG1	7	7	2129	15745	1	0	8012	1718
TMEM129	7	7	2129	15745	0	0
MEX3A	7	-2	2129	86	0	0
NAF1	7	1	2129	3713	0	0
TIMM50	7	-7	2129	-1397	0	0	11998	148
IMP4	7	2	2129	6747	0	0	12025	136
HNRNPLL	7	0	2129	1873	3	3	4668	-7203
PAXBP1	7	2	2129	6747	0	0	11673	264
FOXQ1	7	-1	2129	789	1	1	8244	-3191
EPSTI1	7	2	2129	6747	1	1	8242	-3187
TP53INP1	7	-1	2129	789	5	3	3118	-1253
CDCA5	7	-3	2129	-426	1	-2	8359	5172
CYP2U1	7	7	2129	15745	1	0	8374	1794
TOE1	7	1	2129	3713	3	3	4667	-7201
MCM3AP-AS1	7	-1	2129	789	0	0
MAL2	7	2	2129	6747	0	0	11984	150
OSBPL9	7	-2	2129	86	0	0	12075	114
C1QTNF3	7	0	2129	1873	0	-1	12190	5552
CTHRC1	7	-1	2129	789	2	2	6092	-5557
IL22RA2	7	7	2129	15745	1	0	6331	1721
TOP1MT	7	2	2129	6747	0	0
APOA5	7	-2	2129	86	6	1	2694	611
LEAP2	7	7	2129	15745	0	0
LRG1	7	-1	2129	789	9	8	1910	-4663
AGAP3	7	1	2129	3713	0	0	12139	97
EXOSC6	7	1	2129	3713	2	2	6097	-5578
SFXN2	7	2	2129	6747	0	0
CYP2R1	7	1	2129	3713	15	5	1163	115
ALKBH2	7	7	2129	15745	0	0
ISCA2	7	0	2129	1873	0	0
LEO1	7	1	2129	3713	0	-2	11672	7310
ZC3H18	7	-3	2129	-426	0	0
LSM12	7	-1	2129	789	0	0
NLRP5	7	1	2129	3713	1	1	8414	-3555
TNFAIP8L1	7	-1	2129	789	0	0
MISP	7	1	2129	3713	0	0
CMPK2	7	7	2129	15745	0	0
OSR1	7	7	2129	15745	6	3	2695	-498
TRIM71	7	-1	2129	789	0	0
DCBLD2	7	7	2129	15745	1	1	8407	-3538
OCIAD2	7	-1	2129	789	0	0
WDR36	7	-2	2129	86	0	0	11886	175
ACOT12	7	7	2129	15745	0	0	11894	173
DBH-AS1	7	7	2129	15745	0	0
AMER1	7	1	2129	3713	2	2	6150	-5952
FUNDC1	7	0	2129	1873	0	0	12248	72
UBE2F	7	7	2129	15745	1	1	8406	-3532
SREK1	7	-1	2129	789	1	1	8508	-3808
TRUB1	7	1	2129	3713	0	0
SPTY2D1	7	-3	2129	-426	0	0
KRT80	7	0	2129	1873	0	-5	11596	9523
A2ML1	7	1	2129	3713	1	-1	8203	3855
CARMIL2	7	2	2129	6747	0	0
TMC8	7	7	2129	15745	1	0	8240	1759
C18orf25	7	1	2129	3713	0	0
ATP8B3	7	1	2129	3713	2	2	6110	-5654
RNF187	7	2	2129	6747	0	0
DUSP18	7	7	2129	15745	0	-2	12152	7728
ASPRV1	7	7	2129	15745	0	0
CCDC12	7	1	2129	3713	0	0
NCBP2AS2	7	7	2129	15745	0	0
AMOT	7	-4	2129	-779	5	1	3131	637
RBM33	7	-2	2129	86	1	1	8369	-3459
CDCA2	7	-1	2129	789	0	0
MIR124-1HG	7	7	2129	15745	0	0
ERICH1	7	2	2129	6747	0	0
FAM91A1	7	0	2129	1873	0	0
NOP9	7	1	2129	3713	0	0
PHOSPHO1	7	7	2129	15745	0	0
SDE2	7	3	2129	15286	0	0
HFM1	7	-1	2129	789	1	0	8552	1832
TENT2	7	2	2129	6747	3	1	4698	251
SLC30A8	7	-1	2129	789	6	2	2513	263
GLIS3	7	0	2129	1873	0	0
DHX36	7	-3	2129	-426	3	1	4688	251
ADAMTS15	7	7	2129	15745	0	0
ASXL1	7	-6	2129	-1233	15	8	1230	-322
ANO6	7	0	2129	1873	2	2	6075	-5492
ARID2	7	-3	2129	-426	3	1	4646	258
NLRP7	7	7	2129	15745	2	2	5886	-4806
TXLNA	7	0	2129	1873	4	3	3790	-2816
APOBEC3A	7	-2	2129	86	12	11	1502	-5106
CENPV	7	7	2129	15745	0	0
DNAH12	7	1	2129	3713	0	0
TAPT1	7	7	2129	15745	0	0
CT83	7	7	2129	15745	0	-1	8773	4145
SKA1	7	1	2129	3713	0	0
OTUD1	7	0	2129	1873	1	1	8531	-3856
JMJD1C	7	0	2129	1873	2	1	6139	-476
ALKBH3	7	7	2129	15745	2	0	6159	1721
ADGRF5	7	7	2129	15745	3	3	4687	-7472
HOXA11-AS	7	-3	2129	-426	0	0
BRAT1	7	2	2129	6747	0	0	12413	55
ADGRG3	7	2	2129	6747	2	0	6195	1727
BRWD3	7	2	2129	6747	0	0	12494	37
PROSER2	7	7	2129	15745	0	0	12677	37
NAPSB	7	7	2129	15745	0	0
SERINC5	7	1	2129	3713	0	0
BOD1L1	7	7	2129	15745	0	0
IL4I1	7	7	2129	15745	0	0
SBF2-AS1	7	1	2129	3713	0	0
HNF1A-AS1	7	0	2129	1873	1	1	8494	-3788
CHAMP1	7	-1	2129	789	5	1	3142	639
EWSAT1	7	7	2129	15745	0	0
FAM98B	7	-2	2129	86	0	0
PGP	7	0	2129	1873	0	0
CAVIN1	7	0	2129	1873	4	4	3801	-8387
TPRX1	7	7	2129	15745	0	0	12411	55
EMC10	7	0	2129	1873	0	0
DUSP28	7	7	2129	15745	0	0
PNPLA1	7	7	2129	15745	0	0
RPL7L1	7	1	2129	3713	0	0
HOXA-AS2	7	-1	2129	789	0	0
DLX6-AS1	7	1	2129	3713	0	0
NSMCE2	7	3	2129	15286	0	0
KRT73	7	7	2129	15745	0	-1	12581	5840
C1QTNF9	7	1	2129	3713	0	0
VSX2	7	7	2129	15745	3	3	4686	-7471
LINC00667	7	1	2129	3713	0	0
LINC01140	7	0	2129	1873	0	0
CYP27C1	7	7	2129	15745	0	0	12583	31
FBLL1	7	-1	2129	789	0	0
EYS	7	0	2129	1873	0	0
IGFBPL1	7	3	2129	15286	0	0
TUBB8	7	-1	2129	789	0	0
GEN1	7	2	2129	6747	0	-1	12552	5818
TPRXL	7	7	2129	15745	0	0
NUP43	7	1	2129	3713	0	0	12519	38
KRT16P6	7	7	2129	15745	0	0
IRF2BP2	7	-1	2129	789	0	0	12620	37
GSTK1	7	1	2129	3713	2	1	6215	-566
NHLRC2	7	0	2129	1873	0	0	12643	35
PTPRQ	7	1	2129	3713	0	0
NHLRC1	7	2	2129	6747	1	1	8429	-3599
PEDS1	7	1	2129	3713	0	0
KMT5A	7	2	2129	6747	1	1	8533	-3859
LINC02875	7	7	2129	15745	0	0
COA6	7	7	2129	15745	1	1	8475	-3730
VGLL3	7	-2	2129	86	7	3	2388	-113
IER5L	7	7	2129	15745	0	0
TOMM5	7	1	2129	3713	0	0
CENPP	7	7	2129	15745	0	0
UFSP1	7	3	2129	15286	0	0	12562	32
MIR101-1	7	-2	2129	86	0	0
MIR101-2	7	0	2129	1873	0	0
MIR1-1	7	-2	2129	86	0	0
MIR1-2	7	2	2129	6747	0	0
MIR124-3	7	-4	2129	-779	3	2	4713	-2014
MIR128-2	7	-1	2129	789	0	0
MIR129-2	7	0	2129	1873	0	0
MIR130A	7	-1	2129	789	0	0
MIR135A1	7	-1	2129	789	0	0
MIR147A	7	0	2129	1873	0	0
MIR15B	7	0	2129	1873	0	0
MIR181B1	7	-1	2129	789	0	0
MIR181B2	7	-1	2129	789	0	0
MIR191	7	-2	2129	86	0	0
MIR193A	7	0	2129	1873	0	0
MIR204	7	-7	2129	-1397	0	0
MIR206	7	-7	2129	-1397	0	0
MIR211	7	-2	2129	86	0	0
MIR212	7	1	2129	3713	0	0
MIR181A1	7	-3	2129	-426	0	0
MIR214	7	-8	2129	-1534	0	0
MIR216A	7	7	2129	15745	0	0
MIR221	7	-9	2129	-1647	0	0
MIR224	7	-4	2129	-779	0	0
MIR23B	7	1	2129	3713	0	0
MIR26A1	7	-2	2129	86	0	0
MIR302A	7	7	2129	15745	0	0
MIR30C1	7	1	2129	3713	0	0
MIR92A2	7	-4	2129	-779	0	0
MIR98	7	-2	2129	86	0	0
MIR99B	7	0	2129	1873	0	0
MIR17HG	7	-4	2129	-779	0	0	12615	38
LINC00857	7	1	2129	3713	0	0
H3-5	7	7	2129	15745	0	0
PLIN5	7	-1	2129	789	3	2	3840	-714
H3-7	7	2	2129	6747	0	0
NR2F1-AS1	7	-2	2129	86	0	0
MIR133B	7	1	2129	3713	0	0
MIR148B	7	1	2129	3713	0	0
MIR323A	7	1	2129	3713	0	0
MIR330	7	-4	2129	-779	0	0
MIR339	7	1	2129	3713	0	0
MIR373	7	1	2129	3713	0	0
TRIM72	7	0	2129	1873	0	0
EID3	7	7	2129	15745	0	0
MIR383	7	-2	2129	86	0	0
MIR384	7	-1	2129	789	0	0
TPRX2	7	7	2129	15745	0	0
BOLA2	7	1	2129	3713	0	0
RPL39P5	7	2	2129	6747	0	0
PGM5-AS1	7	1	2129	3713	0	0
MIR362	7	4	2129	15736	0	0
MIR363	7	-4	2129	-779	0	0
MIR20B	7	0	2129	1873	0	0
MIR409	7	-1	2129	789	0	0
MIR490	7	0	2129	1873	0	0
MIR495	7	1	2129	3713	0	0	12668	36
MIR520F	7	7	2129	15745	0	0
MIR524	7	1	2129	3713	0	0
MIR499A	7	-3	2129	-426	2	2	6211	-6409
MIR501	7	-1	2129	789	0	0
MIR513A1	7	2	2129	6747	0	0
MIR506	7	0	2129	1873	0	0
TRAF3IP2-AS1	7	7	2129	15745	0	0
CRNDE	7	-1	2129	789	0	0
NKX2-4	7	1	2129	3713	0	0
NORAD	7	-7	2129	-1397	0	0
MIR539	7	0	2129	1873	0	0
MIR548D2	7	3	2129	15286	0	0
