title	gene_symbol.value
NASP_(gene)	NASP
60S_ribosomal_protein_L28	RPL28
RPL36AL	RPL36AL
Gastrin-releasing_peptide_receptor	GRPR
40S_ribosomal_protein_S2	RPS2
NAP1L3	NAP1L3
60S_ribosomal_protein_L37	RPL37
Nucleoporin_62	NUP62
NDUFS3	NDUFS3
NAGA_(gene)	NAGA
NDUFA4	NDUFA4
NDUFB4	NDUFB4
60S_ribosomal_protein_L39	RPL39
Neutrophil_cytosolic_factor_4	NCF4
NEFH	NEFH
NDUFB6	NDUFB6
NAGLU	NAGLU
Sodium/glucose_cotransporter_2	SLC5A2
Growth-hormone-releasing_hormone_receptor	GHRHR
RPS6KA2	RPS6KA2
LRRTM1	LRRTM1
NDUFA6	NDUFA6
HLA-DRB4	HLA-DRB4
NDUFB8	NDUFB8
NDUFB1	NDUFB1
Prostaglandin_F_receptor	PTGFR
Loricrin	LORICRIN
Eukaryotic_translation_termination_factor_1	ETF1
CD133	PROM1
Apolipoprotein_C-IV	APOC4
PTPN12	PTPN12
Cathepsin_H	CTSH
Cyclin-dependent_kinase_2	CDK2
MSH6	MSH6
Cathepsin_W	CTSW
IKBKG	IKBKG
PTPN4	PTPN4
FGF13	FGF13
Cyclin-dependent_kinase_6	CDK6
Surfactant_protein_B	SFTPB
ITPA	ITPA
EIF6	EIF6
LMX1A	LMX1A
PTPN14	PTPN14
Oxytocin_receptor	OXTR
EPB41	EPB41
TGFBR3	TGFBR3
TGF_beta_receptor_1	TGFBR1
Integrin_alpha_D	ITGAD
ISG20	ISG20
QSOX1	QSOX1
PTPN6	PTPN6
Annexin_A5	ANXA5
ISL1	ISL1
HNRNPL	HNRNPL
Cardiotrophin_1	CTF1
Integrin_beta_7	ITGB7
Insulin-like_growth_factor_2_receptor	IGF2R
LSP1	LSP1
PTPN3	PTPN3
FGF14	FGF14
PTPRD	PTPRD
Retinol_binding_protein_4	RBP4
Prostaglandin_EP4_receptor	PTGER4
ISLR	ISLR
LOXL2	LOXL2
HNRPU	HNRNPU
HOXA9	HOXA9
HOXA5	HOXA5
FGF6	FGF6
HNRPAB	HNRNPAB
Lymphotoxin_alpha	LTA
Parathyroid_hormone_2_receptor	PTH2R
Integrin_alpha_9	ITGA9
TWF1	TWF1
LPP_(gene)	LPP
Integrin_alpha_7	ITGA7
MSH2	MSH2
VWA5A	VWA5A
HOXA13	HOXA13
Phosphatidylethanolamine_N-methyltransferase	PEMT
LLGL1	LLGL1
CACNA1B	CACNA1B
CLOCK	CLOCK
Parathyroid_hormone_1_receptor	PTH1R
Apolipoprotein_C-III	APOC3
LRCH4	LRCH4
Apolipoprotein_H	APOH
PTPN13	PTPN13
Protein_4.2	EPB42
AMELX	AMELX
Feline_sarcoma_oncogene	FES
CD164	CD164
PTPRA	PTPRA
Glucagon-like_peptide-1_receptor	GLP1R
PTK7	PTK7
PTPN1	PTPN1
EEA1	EEA1
PTK6	PTK6
Integrin_beta_8	ITGB8
Caspase-activated_DNase	DFFB
Annexin_A2	ANXA2
FKBP3	FKBP3
PTGFRN	PTGFRN
LRP6	LRP6
Low-density_lipoprotein_receptor-related_protein_4	LRP4
LMAN1	LMAN1
PTPN7	PTPN7
PTPRE	PTPRE
Lamin_B1	LMNB1
XCR1	XCR1
Casein_kinase_1,_alpha_1	CSNK1A1
HOXA6	HOXA6
PTPN2	PTPN2
LDL-receptor-related_protein-associated_protein	LRPAP1
PTPRB	PTPRB
IRF4	IRF4
HNRPD	HNRNPD
LMO2	LMO2
LMO7	LMO7
IRF5	IRF5
PTMS_(gene)	PTMS
XRCC1	XRCC1
Pituitary-specific_positive_transcription_factor_1	POU1F1
Aurora_B_kinase	AURKB
HOXA7	HOXA7
Lymphotoxin_beta	LTB
CD146	MCAM
FGF9	FGF9
OCRL	OCRL
LRP3	LRP3
CX3CR1	CX3CR1
Cathepsin_Z	CTSZ
Lymphocyte_cytosolic_protein_2	LCP2
ITIH4	ITIH4
Annexin_A1	ANXA1
FGF7	FGF7
ZP3	ZP3
Lamin_B_receptor	LBR
MLH1	MLH1
Cyclin-dependent_kinase_4	CDK4
IRF7	IRF7
ITIH1	ITIH1
PTPN9	PTPN9
MYL9	MYL9
Granulocyte_colony-stimulating_factor_receptor	CSF3R
PCAF	KAT2B
ITPK1	ITPK1
LOXL1	LOXL1
TGF_beta_receptor_2	TGFBR2
LRP5	LRP5
FHL3	FHL3
PTPRCAP	PTPRCAP
Death-associated_protein_6	DAXX
Fibroblast_growth_factor_receptor_2	FGFR2
LMO1	LMO1
Integrin_beta_5	ITGB5
Carnitine_palmitoyltransferase_I	CPT1A
BTAF1	BTAF1
MPZL1	MPZL1
SPEG	SPEG
Y+L_amino_acid_transporter_2	SLC7A6
Angiopoietin-related_protein_1	ANGPTL1
PRSS16	PRSS16
RNF8	RNF8
PRC1	PRC1
NAT8	NAT8
SLC13A2	SLC13A2
NFS1	NFS1
FSTL3	FSTL3
CLDN8	CLDN8
LTBP3	LTBP3
SYT7	SYT7
LIMD1	LIMD1
LTBP1_(gene)	LTBP1
LTBP2	LTBP2
NINJ1	NINJ1
HIP1R	HIP1R
MAP3K14	MAP3K14
Leukocyte_receptor_tyrosine_kinase	LTK
TAAR5	TAAR5
Y+L_amino_acid_transporter_1	SLC7A7
DOK2	DOK2
TM4SF5	TM4SF5
PAPSS1	PAPSS1
BPY2	BPY2
UBE1C	UBA3
Survival_motor_neuron_domain_containing_1	SMNDC1
BCKDK	BCKDK
MARCH6	MARCHF6
CNOT3	CNOT3
DLEU1	DLEU1
AH_receptor-interacting_protein	AIP
APBB3	APBB3
CLDN12	CLDN12
Thymosin_beta-4,_Y-chromosomal	TMSB4Y
NME2	NME2
CLDN10	CLDN10
BCAS2	BCAS2
DNAJA2	DNAJA2
PKMYT1	PKMYT1
STAG1	STAG1
PIGQ	PIGQ
LY9	LY9
PSTPIP2	PSTPIP2
60S_ribosomal_protein_L14	RPL14
CYP4F3	CYP4F3
CDY1	CDY1
CLDN1	CLDN1
GPRC5A	GPRC5A
CLIC3	CLIC3
Basal_cell_adhesion_molecule	BCAM
CDKL2	CDKL2
Peptidoglycan_recognition_protein_1	PGLYRP1
SF3A1	SF3A1
SEMA5A	SEMA5A
PSTPIP1	PSTPIP1
NET1	NET1
STUB1	STUB1
LY6E	LY6E
Kalirin	KALRN
ASH2L	ASH2L
F2RL3	F2RL3
PKD2L1	PKD2L1
Embryonal_fyn-associated_substrate	EFS
BAZ1B	BAZ1B
CLDN9	CLDN9
TAF1A	TAF1A
UBE4B	UBE4B
Huntingtin-associated_protein_1	HAP1
NOL3	NOL3
EIF1AY	EIF1AY
Sperm-associated_antigen_9	SPAG9
PAPSS2	PAPSS2
BRSK2	BRSK2
CLDN2	CLDN2
EIF1B	EIF1B
RGS19	RGS19
KATNB1	KATNB1
SNAPC5	SNAPC5
Protein_inhibitor_of_activated_STAT2	PIAS2
Lumican	LUM
LDB2	LDB2
SAP18	SAP18
CLDN6	CLDN6
TAF1C	TAF1C
TAF1B	TAF1B
CD180	CD180
BET1	BET1
UBE2M	UBE2M
CNOT2	CNOT2
SH2D2A	SH2D2A
NKX6-1	NKX6-1
CCRL2	CCRL2
TNFSF18	TNFSF18
MAP7	MAP7
Mitogen-activated_protein_kinase_kinase_kinase_6	MAP3K6
SOCS3	SOCS3
FOXA1	FOXA1
Dentin_sialophosphoprotein_(gene)	DSPP
HNRPH2	HNRNPH2
Tyrosine-protein_kinase_CSK	CSK
Carboxylesterase_1	CES1
HMGCS2	HMGCS2
HMGB2	HMGB2
TLX1	TLX1
HMOX2	HMOX2
HNRNPC	HNRNPC
Carbonic_anhydrase_VI	CA6
HNRPH3	HNRNPH3
VPS13B	VPS13B
Tripeptidyl_peptidase_I	TPP1
RNA-binding_protein_FUS	FUS
Ectodysplasin_A	EDA
Contactin_6	CNTN6
HOXB3	HOXB3
HLF_(gene)	HLF
HMGB3	HMGB3
Cancer/testis_antigen_family_45,_member_a5	CT45A5
HLA-DQB1	HLA-DQB1
HOXA3	HOXA3
CIDEB	CIDEB
EEF1B2	EEF1B2
TLX2	TLX2
HLA-F	HLA-F
CLEC4C	CLEC4C
Mitochondrial_uncoupling_protein_4	SLC25A27
ADAM2	ADAM2
CCNG1	CCNG1
WARS_(gene)	WARS1
ESD_(gene)	ESD
Formyl_peptide_receptor_1	FPR1
Endothelin_2	EDN2
Adrenodoxin_reductase	FDXR
HOXA4	HOXA4
CEACAM4	CEACAM4
CAMP_responsive_element_modulator	CREM
Brain_mitochondrial_carrier_protein_1	SLC25A14
XCL1	XCL1
FOXA3	FOXA3
Calmegin	CLGN
CTBP1	CTBP1
HNRPF	HNRNPF
Calpastatin	CAST
Ferritin_light_chain	FTL
Major_histocompatibility_complex,_class_I-related	MR1
HMGA1	HMGA1
DPYD	DPYD
XCL2	XCL2
Major_histocompatibility_complex,_class_II,_DQ_alpha_1	HLA-DQA1
HNRPH1	HNRNPH1
Cytochrome_b-245,_alpha_polypeptide	CYBA
HLX_(gene)	HLX
Homeobox_a_cluster	HOXA@
FUCA2	FUCA2
CST4	CST4
HMGN1	HMGN1
HLA-DRB3	HLA-DRB3
FUT1	FUT1
CD276	CD276
Hepatocyte_nuclear_factor_4_gamma	HNF4G
HOXA11	HOXA11
3-hydroxy-3-methylglutaryl-coa_synthase_1	HMGCS1
Hepatocyte_nuclear_factor_4_alpha	HNF4A
C9orf3	AOPEP
HNRNPA2B1	HNRNPA2B1
HMGN2	HMGN2
Carbonic_anhydrase_III,_muscle_specific	CA3
SARDH	SARDH
Capping_protein_(actin_filament)_muscle_Z-line,_alpha_1	CAPZA1
HLA-DQB2	HLA-DQB2
CD200	CD200
HNRNPA1	HNRNPA1
HOXB1	HOXB1
CYP3A	CYP3A
Homeobox_A10	HOXA10
Endothelin_3	EDN3
TYMP_(gene)	TYMP
CDKN2A	CDKN2A
CDX1	CDX1
CLNS1A	CLNS1A
C9orf72	C9orf72
HOXB2	HOXB2
HNRNPK	HNRNPK
Histamine_N-methyltransferase	HNMT
ADP/ATP_translocase_3	SLC25A6
HOXA2	HOXA2
CYP2A	cytochrome P450, family 2, subfamily A
HLA-DQA2	HLA-DQA2
C1GALT1	C1GALT1
Hyaluronan-mediated_motility_receptor	HMMR
Cathepsin_L1	CTSL
CPD_(gene)	CPD
DHPS	DHPS
Homeobox_A1	HOXA1
STK35L1	STK35
ONECUT1	ONECUT1
Equilibrative_nucleoside_transporter_2	SLC29A2
MYB_(gene)	MYB
Tripeptidyl_peptidase_II	TPP2
NH41	NR4A1
MYH4	MYH4
Mucin_7	MUC7
DAB1	DAB1
Nuclear_receptor_4A2	NR4A2
TPD52L1	TPD52L1
CBX1	CBX1
GADD45B	GADD45B
IKK2	IKBKB
Tropomyosin_3	TPM3
CD151	CD151
ABCB4	ABCB4
MX2	MX2
TPM4	TPM4
TPTE	TPTE
CYP1A1	CYP1A1
UNC13D	UNC13D
TRAF5	TRAF5
Myosin_binding_protein_C,_cardiac	MYBPC3
MYH1	MYH1
Macrophage_migration_inhibitory_factor	MIF
TRIM37	TRIM37
TOP3A	TOP3A
HESX1	HESX1
Metallothionein-3	MT3
DNMT3B	DNMT3B
Sulfate_transporter	SLC26A2
MYBPC2	MYBPC2
Eosinophil-derived_neurotoxin	RNASE2
Germ_cell_nuclear_factor	NR6A1
Steroidogenic_factor_1	NR5A1
MTCP1	MTCP1
LMX1B	LMX1B
MYH3	MYH3
Mucin_6	MUC6
CRISP2	CRISP2
TPSAB1	TPSAB1
Nuclear_receptor_4A3	NR4A3
TOP2B	TOP2B
TPI1	TPI1
Myotubularin_1	MTM1
CDC42	CDC42
MYBPC1	MYBPC1
Mucin_2	MUC2
MYCL	MYCL
MTIF2	MTIF2
Translationally-controlled_tumor_protein	TPT1-AS1
MYO1F	MYO1F
Cyclin_D1	CCND1
MYBL2	MYBL2
MT1M	MT1M
ABCB11	ABCB11
CHD7	CHD7
MT1H	MT1H
TPM1	TPM1
TPD52	TPD52
Testicular_receptor_2	NR2C1
CTNNBIP1	CTNNBIP1
SMC1A	SMC1A
TP53BP1	TP53BP1
MYF5	MYF5
Telomerase_reverse_transcriptase	TERT
TP53BP2	TP53BP2
STX11	STX11
TPBG	TPBG
Cytochrome_c_oxidase_subunit_III	COX3
Dysbindin	DTNBP1
5'-3'_exoribonuclease_2	XRN2
Liver_receptor_homolog-1	NR5A2
Small_heterodimer_partner	NR0B2
TP63	TP63
MYF6	MYF6
DAX1	NR0B1
Cyclin-dependent_kinase_9	CDK9
MT-CYB	CYTB
TPH1	TPH1
Myb_proto-oncogene_like_1	MYBL1
NIPBL	NIPBL
TRAF3	TRAF3
Mucin_3A	MUC3A
TRAF1	TRAF1
MTF1	MTF1
Mucin_4	MUC4
Testicular_receptor_4	NR2C2
Keratinocyte_transglutaminase	TGM1
TLX	NR2E1
TPD52L2	TPD52L2
Mucin_5AC	MUC5AC
MXI1	MXI1
MYH6	MYH6
MYH2	MYH2
Furin	FURIN
Cartilage_associated_protein	CRTAP
TPM2	TPM2
MTAP	MTAP
FGD1	FGD1
HSP90B1	HSP90B1
CBX3	CBX3
LASP1	LASP1
NDUFV3	NDUFV3
Lactate_dehydrogenase_A	LDHA
Translin	TSN
AFF3	AFF3
LGALS3BP	LGALS3BP
TRO_(gene)	TRO
TRAF6	TRAF6
LIG4	LIG4
LAIR2	LAIR2
Laminin,_alpha_5	LAMA5
Galectin-2	LGALS2
LECT2	LECT2
LIG3	LIG3
TRIP6	TRIP6
NEO1	NEO1
NEU1	NEU1
Deoxycytidine_kinase	DCK
TLR7	TLR7
Laminin,_alpha_2	LAMA2
NDUFV2	NDUFV2
NEK3	NEK3
LAMP2	LAMP2
CIITA	CIITA
NPC1	NPC1
LETM1	LETM1
LFNG	LFNG
Natural_resistance-associated_macrophage_protein_2	SLC11A2
Fibroblast_growth_factor_receptor_1	FGFR1
TRPC2	TRPC2
Ribosomal_protein_SA	RPSA
SEPT2	SEPTIN2
Galectin-4	LGALS4
NDUFB9	NDUFB9
ABLIM1	ABLIM1
Lymphocyte_antigen_96	LY96
Prosaposin	PSAP
Galectin-9	LGALS9
NELL1	NELL1
Surfactant_protein_D	SFTPD
NDUFS5	NDUFS5
KTN1	KTN1
Galectin-1	LGALS1
Laminin,_gamma_1	LAMC1
Growth_hormone_secretagogue_receptor	GHSR
LIM2	LIM2
LAG3	LAG3
Alpha-enolase	ENO1
TLR4	TLR4
NEDD4	NEDD4
Galectin-8	LGALS8
KCNE2	KCNE2
Laminin,_alpha_4	LAMA4
LCP1	LCP1
LIMK2	LIMK2
LHX1	LHX1
Neuregulin_1	NRG1
Laminin,_alpha_3	LAMA3
Thiamine_transporter_2	SLC19A3
MCOLN1	MCOLN1
Histidine_ammonia-lyase	HAL
NDUFV1	NDUFV1
IRF3	IRF3
LAMP1	LAMP1
Mesothelin	MSLN
TSG101	TSG101
Lipase_a,_lysosomal_acid_type	LIPA
Lactate_dehydrogenase_b	LDHB
LIG1	LIG1
TLR5	TLR5
LIMS1	LIMS1
CCT3	CCT3
Laminin,_beta_2	LAMB2
FADS1	FADS1
KvLQT3	KCNQ3
Lipocalin-2	LCN2
Nav1.9	SCN11A
Galectin-7	LGALS7
Serine_racemase	SRR
Laminin,_gamma_2	LAMC2
TSHB	TSHB
60S_ribosomal_protein_L10a	RPL10A
Lipocalin_1	LCN1
Interleukin_1_receptor_antagonist	IL1RN
NEK2	NEK2
Prostaglandin_D2_synthase	PTGDS
Autotaxin	ENPP2
Laminin,_beta_1	LAMB1
NELL2	NELL2
LAIR1	LAIR1
NEDD9	NEDD9
Ladinin_1	LAD1
Laminin,_beta_3	LAMB3
Galectin-3	LGALS3
Luteinizing_hormone/choriogonadotropin_receptor	LHCGR
MYO7A	MYO7A
KvLQT2	KCNQ2
SCN4B	SCN4B
NDUFS8	NDUFS8
Neutral_and_basic_amino_acid_transport_protein_rBAT	SLC3A1
NOV_(gene)	CCN3
HDAC1	HDAC1
RPS6KB2	RPS6KB2
NHP2L1	SNU13
GRB10	GRB10
40S_ribosomal_protein_S25	RPS25
RRAS	RRAS
RTKN	RTKN
RPS15	RPS15
Tyrosine_kinase_2	TYK2
TNIP1	TNIP1
TRADD	TRADD
NKTR	NKTR
Cerberus_(protein)	CER1
RTN3	RTN3
CNOT4	CNOT4
Lymphotoxin_beta_receptor	LTBR
40S_ribosomal_protein_S16	RPS16
NFYC	NFYC
NFYB	NFYB
Oncostatin_M_receptor	OSMR
NME3	NME3
MRVI1	IRAG1
Janus_kinase_1	JAK1
40S_ribosomal_protein_S8	RPS8
40S_ribosomal_protein_S24	RPS24
RRBP1	RRBP1
GAB2	GAB2
NOVA1	NOVA1
RPS17	RPS17
ZNF267	ZNF267
40S_ribosomal_protein_S13	RPS13
Fibrillarin	FBL
Caspase_3	CASP3
40S_ribosomal_protein_S28	RPS28
NKX2-2	NKX2-2
Retinoschisin	RS1
40S_ribosomal_protein_S26	RPS26
RRM2	RRM2
40S_ribosomal_protein_S18	RPS18
40S_ribosomal_protein_S14	RPS14
TFG_(gene)	TFG
40S_ribosomal_protein_S23	RPS23
B3GALT5	B3GALT5
NIDDM1	NIDDM1
Cyclin_O	CCNO
LANCL1	LANCL1
Flavin-containing_monooxygenase_3	FMO3
NKX3-1	NKX3-1
ABCA7	ABCA7
40S_ribosomal_protein_S20	RPS20
NME4	NME4
CLEC4M	CLEC4M
ABCA10	ABCA10
NOVA2	NOVA2
Triadin	TRDN
TRAF2	TRAF2
NKG7	NKG7
40S_ribosomal_protein_S9	RPS9
NHS_(gene)	NHS
40S_ribosomal_protein_S29	RPS29
Epiregulin	EREG
NOL1	NOP2
40S_ribosomal_protein_S11	RPS11
Notch_4	NOTCH4
IKZF1	IKZF1
RRM1	RRM1
Leukemia_inhibitory_factor_receptor	LIFR
40S_ribosomal_protein_S12	RPS12
Janus_kinase_2	JAK2
NHLH1	NHLH1
NOS1	NOS1
40S_ribosomal_protein_S15a	RPS15A
KBTBD10	KLHL41
ACVRL1	ACVRL1
TRIM22	TRIM22
40S_ribosomal_protein_S27	RPS27
RRAGB	RRAGB
Beta-1,3-N-acetylglucosaminyltransferase_3	B3GNT3
ASK1	MAP3K5
40S_ribosomal_protein_S10	RPS10
SIRPB1	SIRPB1
RREB1	RREB1
NPM1	NPM1
Nitric_oxide_synthase_2_(inducible)	NOS2
NME1	NME1
Centromere_protein_B	CENPB
40S_ribosomal_protein_S19	RPS19
CRISP3	CRISP3
Notch_2	NOTCH2
Laminin,_gamma_3	LAMC3
Tenascin_X	TNXB
Non-POU_domain-containing_octamer-binding_protein	NONO
40S_ribosomal_protein_S21	RPS21
Neuromedin_U_receptor_1	NMUR1
RRAD	RRAD
NPAT_(gene)	NPAT
40S_ribosomal_protein_S7	RPS7
Fibroblast_growth_factor_receptor_3	FGFR3
RPS27A	RPS27A
SMC5	SMC5
RIMS2	RIMS2
SEPP1	SELENOP
Retinaldehyde-binding_protein_1	RLBP1
CCDC144A	CCDC144A
MAP2K4	MAP2K4
Keratin_34	KRT34
KDM6B	KDM6B
KRT84	KRT84
GPRIN2	GPRIN2
SFRS2	SRSF2
Keratin_4	KRT4
SEL1L	SEL1L
SEMG2	SEMG2
DCUN1D4	DCUN1D4
RLF_(gene)	RLF
RIT1	RIT1
RNR2	RNR2
Ferm_domain_containing_4b	FRMD4B
Rna,_ro-associated_y4_pseudogene_2	RNY4P2
TRAM2	TRAM2
RMRP	RMRP
NFASC	NFASC
ROM1	ROM1
RNASE1	RNASE1
FCHO1	FCHO1
KRT32	KRT32
PARC_(gene)	CUL9
RP2_(gene)	RP2
USP6NL	USP6NL
RAR-related_orphan_receptor_beta	RORB
RNASE6	RNASE6
RNF2	RNF2
Semenogelin_I	SEMG1
RN5S1@	RN5S1@
SFRP2	SFRP2
Ribonuclease_4	RNASE4
SFSWAP	SFSWAP
SCO-spondin	SSPOP
PUM1	PUM1
HIC2	HIC2
RAB11FIP3	RAB11FIP3
NPR1	NPR1
Natriuretic_peptide_precursor_C	NPPC
CLASP2	CLASP2
60S_ribosomal_protein_L5	RPL5
KRT85	KRT85
RNR3	RNR3
PHF8	PHF8
SFRP4	SFRP4
SFRS6	SRSF6
NOS1AP	NOS1AP
SFPQ	LOC654780
SFRS3	SRSF3
ROBO1	ROBO1
TTC35	EMC2
SFRS5	SRSF5
Signal_recognition_particle_RNA	RN7SL1
Rootletin	CROCC
SEMA3F	SEMA3F
KRT86	KRT86
RING1	RING1
KRT35	KRT35
KRT31	KRT31
TMEM63A	TMEM63A
SEPW1	SELENOW
MAP3K7IP2	TAB2
EDEM1	EDEM1
RP1	RP1
KRT33B	KRT33B
KRT81	KRT81
IPO5	IPO5
TNRC6B	TNRC6B
SETMAR	SETMAR
RAR-related_orphan_receptor_gamma	RORC
RNF4	RNF4
BRD2	BRD2
MAST2	MAST2
SFRS7	SRSF7
Replication_protein_A2	RPA2
CEP57	CEP57
HERPUD1	HERPUD1
Protein_SET	SET
GPATCH8	GPATCH8
RNF5	RNF5
RAPGEF2	RAPGEF2
SFRP5	SFRP5
KRT83	KRT83
60S_ribosomal_protein_L4	RPL4
Secreted_frizzled-related_protein_1	SFRP1
TRA2B	TRA2B
PLXND1	PLXND1
POGZ	POGZ
SFRS4	SRSF4
EPB41L3	EPB41L3
Dexh-box_helicase_34	DHX34
KRT33A	KRT33A
Replication_protein_A1	RPA1
Semaphorin_3E	SEMA3E
Serine/arginine-rich_splicing_factor_1	SRSF1
SPTBN2	SPTBN2
PSMF1	PSMF1
SOX10	SOX10
CYTH1	CYTH1
SPINK2	SPINK2
TULP1	TULP1
ATG5	ATG5
PHLDA2	PHLDA2
Translin-associated_factor_X	TSNAX
Calcium-binding_protein_1	CABP1
KIF23	KIF23
SOD3	SOD3
RASAL2	RASAL2
SPIB	SPIB
SYMPK	SYMPK
SPTB	SPTB
MED20	MED20
SPOCK1	SPOCK1
UAP1	UAP1
ARHGEF6	ARHGEF6
SOX3	SOX3
SOX15	SOX15
TSTA3	GFUS
SH3BP5	SH3BP5
Syntrophin,_alpha_1	SNTA1
SPRR2A	SPRR2A
Rnd2	RND2
DPF1	DPF1
SOX9	SOX9
SPRR1B	SPRR1B
AKAP1	AKAP1
HAND2	HAND2
NAPSA	NAPSA
NPRL3	NPRL3
AKAP5	AKAP5
ATP-dependent_Clp_protease_proteolytic_subunit	CLPP
SNX2	SNX2
CHST10	CHST10
FHL5	FHL5
SOX5	SOX5
NRIP1	NRIP1
MKKS	MKKS
SNTB2	SNTB2
Acidic_leucine-rich_nuclear_phosphoprotein_32_family_member_A	ANP32A
GATD3A	GATD3
PCYT1B	PCYT1B
SPINK1	SPINK1
SNTB1	SNTB1
TAF15	TAF15
GTPBP6	GTPBP6
Urea_transporter_2	SLC14A2
SPTAN1	SPTAN1
SOAT1	SOAT1
PICK1	PICK1
SOX12	SOX12
HOMER2	HOMER2
Large_neutral_amino_acids_transporter_small_subunit_1	SLC7A5
CHAF1B	CHAF1B
Melanoma_inhibitory_activity	MIA
HOMER1	HOMER1
Sperm-associated_antigen_1	SPAG1
AKAP6	AKAP6
LZTR1	LZTR1
Paraplegin	SPG7
C1orf38	THEMIS2
ITGB1BP1	ITGB1BP1
STX8	STX8
SPI1	SPI1
SYN3	SYN3
Spectrin,_alpha_1	SPTA1
SORD	SORD
MAPK8IP1	MAPK8IP1
AKAP7	AKAP7
SNRPG	SNRPG
Small_nuclear_ribonucleoprotein_polypeptide_F	SNRPF
TUBA4A	TUBA4A
SPAM1	SPAM1
SOX4	SOX4
ELL_(gene)	ELL
DGCR14	ESS2
Gigaxonin	GAN
SPTBN1	SPTBN1
EIF4E2	EIF4E2
SON_(gene)	SON
PIGB	PIGB
TST_(gene)	TST
TTK_(gene)	TTK
ST8SIA2	ST8SIA2
Transcription_termination_factor,_RNA_polymerase_I	TTF1
DGCR6	DGCR6
SOX11	SOX11
SF3A2	SF3A2
Interleukin_27_receptor,_alpha_subunit	IL27RA
SPINT1	SPINT1
Small_nuclear_ribonucleoprotein_polypeptide_N	SNRPN
ROCK2	ROCK2
SPRR3	SPRR3
SPG5B	SPG5B
SPRR1A	SPRR1A
ZNF239	ZNF239
PEX13	PEX13
PFDN1	PFDN1
PFDN5	PFDN5
KCNA4	KCNA4
Ryanodine_receptor_2	RYR2
USP6	USP6
Tubulin_beta-4A_chain	TUBB4A
KCNA10	KCNA10
S100A3	S100A3
KCNA7	KCNA7
BTN3A3	BTN3A3
PIAS3	PIAS3
S100A11	S100A11
DNAJA3	DNAJA3
PRPF4	PRPF4
Fc_fragment_of_igg_receptor_iic_(gene/pseudogene)	FCGR2C
PEDF	SERPINF1
PFKFB1	PFKFB1
P2Y12	P2RY12
HMG20A	HMG20A
CACNG2	CACNG2
PEX12	PEX12
PEX1	PEX1
ABCA9	ABCA9
Profilin_1	PFN1
SART1	SART1
PFKFB4	PFKFB4
Tubulin_beta-4B_chain	TUBB4B
Beta-1_adrenergic_receptor	ADRB1
PFDN4	PFDN4
Retinoid_X_receptor_beta	RXRB
Receptor_for_activated_C_kinase_1	RACK1
Apolipoprotein_C-II	APOC2
PEG3	PEG3
DLC1	DLC1
Retinoid_X_receptor_gamma	RXRG
PEX6	PEX6
RTN2	RTN2
Properdin	CFP
KCNA5	KCNA5
ABCA8	ABCA8
KCND1	KCND1
TUBA1B	TUBA1B
KCNA6	KCNA6
KCNC1	KCNC1
Monocarboxylate_transporter_6	SLC16A5
PFKFB2	PFKFB2
CBARA1	MICU1
PAX3	PAX3
KLF2	KLF2
RSU1	RSU1
NOD1	NOD1
CYP2C8	CYP2C8
S100A6	S100A6
Glial_cell_line-derived_neurotrophic_factor	GDNF
PEPD	PEPD
KCNC4	KCNC4
PDLIM1	PDLIM1
MTMR6	MTMR6
KCNC2	KCNC2
S100A9	S100A9
S100A4	S100A4
KCNC3	KCNC3
Ryanodine_receptor_1	RYR1
S100A2	S100A2
KCNA2	KCNA2
CLIP1	CLIP1
SEMA3A	SEMA3A
KRT75	KRT75
Monocarboxylate_transporter_5	SLC16A4
TUBB3	TUBB3
S100A5	S100A5
PFDN2	PFDN2
Butyrophilin,_subfamily_2,_member_A2	BTN2A2
HMG20B	HMG20B
PAX6	PAX6
ANAPC10	ANAPC10
PDZK1	PDZK1
KCNA3	KCNA3
PEX10	PEX10
Monocarboxylate_transporter_4	SLC16A3
RTN1	RTN1
N-myc-interactor	NMI
KARS_(gene)	KARS1
ABCC6	ABCC6
CACNG3	CACNG3
PEX14	PEX14
Pleiotrophin	PTN
IRF9	IRF9
WARS2	WARS2
Sortilin_1	SORT1
PFKFB3	PFKFB3
S100A1	S100A1
APOBEC3G	APOBEC3G
CITED2	CITED2
NDRG1	NDRG1
NPM3	NPM3
RYR3	RYR3
KCNB1	KCNB1
USP8	USP8
WTAP_(gene)	WTAP
CREB5	CREB5
Mitochondrial_translational_release_factor_1	MTRF1
PIK3R2	PIK3R2
KPNA3	KPNA3
KIR3DL1	KIR3DL1
PHLPPL	PHLPP2
PIGC	PIGC
KIFC1	KIFC1
PIGH	PIGH
KLRC2	KLRC2
PIGF	PIGF
KPNB1	KPNB1
Neuroserpin	SERPINI1
RIN1	RIN1
MYT1L	MYT1L
PIP4K2A	PIP4K2A
SERPINB9	SERPINB9
Ectonucleoside_triphosphate_diphosphohydrolase_4	ENTPD4
KLK1	KLK1
GOSR2	GOSR2
Cdc42_binding_protein_kinase_beta	CDC42BPB
KIR2DL1	KIR2DL1
PIK3C2B	PIK3C2B
PITX1	PITX1
Microtubule_associated_serine/threonine_kinase_3	MAST3
Immediate_early_response_2	IER2
Sperm-associated_antigen_6	SPAG6
SERPINB8	SERPINB8
SARM1	SARM1
PITX2	PITX2
PIK3CG	PIK3CG
KDM4B	KDM4B
SERPINI2	SERPINI2
