tpage_name	gene_symbol
SLAMF6	SLAMF6
Relaxin/insulin-like_family_peptide_receptor_2	RXFP2
CYP4V2	CYP4V2
EYS	EYS
NHLRC1	NHLRC1
Interleukin_31	IL31
ALPI	ALPI
AMY2A	AMY2A
APEH_(gene)	APEH
ARL1	ARL1
ASIP_(gene)	ASIP
ATPase,_H+_transporting,_lysosomal_V0_subunit_a1	ATP6V0A1
BBS2	BBS2
C4BPB	C4BPB
Macrophage-capping_protein	CAPG
CBFA2T3	CBFA2T3
Cyclin_T2	CCNT2
Lysosomal_trafficking_regulator	LYST
CLK1	CLK1
HAPLN1	HAPLN1
CRYBB1	CRYBB1
CST6_(gene)	CST6
CSTF1	CSTF1
Lanosterol_14_alpha-demethylase	CYP51A1
DAPK3	DAPK3
CFD_(gene)	CFD
Thyroxine_5-deiodinase	DIO3
DLX4	DLX4
FHL3	FHL3
GNAT1	GNAT1
GPS2_(gene)	GPS2
GRINA	GRINA
Homogentisate_1,2-dioxygenase	HGD
HLX_(gene)	HLX
DNAJB2	DNAJB2
IFRD1	IFRD1
KRT15	KRT15
DNAJB9	DNAJB9
ME1_(gene)	ME1
MYBPC1	MYBPC1
MYCL	MYCL
NEO1	NEO1
NFIB_(gene)	NFIB
Nucleobindin_1	NUCB1
Peroxin-7	PEX7
PLEK	PLEK
Pancreatic_lipase_family	PNLIP
PPP1R2	PPP1R2
PRSS3	PRSS3
PTPRK	PTPRK
RABGGTB	RABGGTB
RAP2B	RAP2B
Reticulocalbin_1	RCN1
REG1B	REG1B
RGS16	RGS16
RP1	RP1
60S_ribosomal_protein_L34	RPL34
SH3GL3	SH3GL3
SSX1	SSX1
STRN	STRN
Thymidine_kinase_2,_mitochondrial	TK2
UGT2B4	UGT2B4
UCK2	UCK2
ZP3	ZP3
FZD5	FZD5
PTP4A2	PTP4A2
KDM5C	KDM5C
HIST1H2AC	HIST1H2AC
HIST1H4C	HIST1H4C
EIF3J	EIF3J
HESX1	HESX1
RPS6KA4	RPS6KA4
NOL3	NOL3
DIRAS3_(gene)	DIRAS3
ZMYM3	ZMYM3
PIWIL1	PIWIL1
TRIP13	TRIP13
GTF3C3	GTF3C3
Otoferlin	OTOF
SNRNP40	SNRNP40
SH3PXD2A	SH3PXD2A
Dock4	DOCK4
SETD1A	SETD1A
KMT2B	KMT2B
DLGAP5	DLGAP5
MELK	MELK
OXSR1	OXSR1
SLC12A6	SLC12A6
PARP2	PARP2
RASGRP1	RASGRP1
ABCA7	ABCA7
STK25	STK25
Neuregulin_3	NRG3
RAI1	RAI1
TUBGCP2	TUBGCP2
BRD8	BRD8
Star_related_lipid_transfer_domain_containing_3	STARD3
OGFr	OGFR
ESM1	ESM1
PADI2	PADI2
KLF8	KLF8
Monoacylglycerol_lipase	MGLL
IKZF2	IKZF2
ZNF365	ZNF365
PAXIP1	PAXIP1
RIMS1	RIMS1
RAB21	RAB21
KDM6B	KDM6B
RRP12	RRP12
EXOC7	EXOC7
PPP1R13B	PPP1R13B
HEY2	HEY2
KAT6B	KAT6B
RAB3GAP2	RAB3GAP2
SAMM50	SAMM50
ARIH1	ARIH1
TXN2	TXN2
WSB1	WSB1
DAZ_associated_protein_1	DAZAP1
PSAT1	PSAT1
EFEMP2	EFEMP2
ZNRD1	ZNRD1
Langerin	CD207
NSDHL	NSDHL
Exosome_component_3	EXOSC3
AHSP	AHSP
PTPLAD1	PTPLAD1
XRN1_(gene)	XRN1
SYTL2	SYTL2
BANP	BANP
CLN6	CLN6
HEATR1	HEATR1
RHOT1	RHOT1
LRRC59	LRRC59
CISD1	CISD1
SAR1A	SAR1A
ANKS1B	ANKS1B
XAB2	XAB2
KIDINS220	KIDINS220
GOLPH3	GOLPH3
CARD9	CARD9
BHLHE41	BHLHE41
Tankyrase_2	TNKS2
ITM2C	ITM2C
POLR1B	POLR1B
HOPX	HOPX
UBASH3B	UBASH3B
NEK9	NEK9
CABLES1	CABLES1
SFXN1	SFXN1
BTLA	BTLA
JMJD1C	JMJD1C
TAB3	TAB3
NPHP4	NPHP4
KANSL1	KANSL1
MIR101-1	MIR101-1
MIR142	MIR142
MIR149	MIR149
EIF3CL	EIF3CL
Surfactant_protein_A2	SFTPA2
ADCY1	ADCY1
ALDH1A3	ALDH1A3
BNIP3L	BNIP3L
Chimerin_1	CHN1
Muscarinic_acetylcholine_receptor_M4	CHRM4
CPD_(gene)	CPD
CRMP1	CRMP1
CST2	CST2
TRDMT1	TRDMT1
ENDOG	ENDOG
Glutamyl_aminopeptidase	ENPEP
EPH_receptor_A5	EPHA5
FMO2	FMO2
FOLR2	FOLR2
GALNT3	GALNT3
GATM_(gene)	GATM
GCNT1	GCNT1
HOXB6	HOXB6
HOXD3	HOXD3
IDH3A	IDH3A
J_chain	IGJ
Interleukin_11_receptor_alpha_subunit	IL11RA
Inositol_monophosphatase_1	IMPA1
ITIH4	ITIH4
KCNJ4	KCNJ4
ABLIM1	ABLIM1
LLGL1	LLGL1
Mothers_against_decapentaplegic_homolog_9	SMAD9
Matrilin-3	MATN3
MYO1B	MYO1B
NDUFV1	NDUFV1
OPCML	OPCML
PEX13	PEX13
PHF1	PHF1
POU3F2	POU3F2
QSOX1	QSOX1
Peroxisomal_biogenesis_factor_2	PEX2
RAB13	RAB13
Rhodopsin_kinase	GRK1
RTKN	RTKN
Sodium/bile_acid_cotransporter	SLC10A1
SLC15A2	SLC15A2
SUPT6H	SUPT6H
TPD52L2	TPD52L2
TULP1	TULP1
ZNF24	ZNF24
MLLT10	MLLT10
PDHX	PDHX
HIST1H2BN	HIST1H2BN
HIST1H4B	HIST1H4B
PIK3R3	PIK3R3
THOC5	THOC5
PPAP2B	PPAP2B
CDK13	CDK13
STX11	STX11
CRADD	CRADD
PAPSS1	PAPSS1
DLGAP1	DLGAP1
SRSF11	SRSF11
SNAP29	SNAP29
SLC22A8	SLC22A8
NCR2	NCR2
MED7	MED7
MYOT	MYOT
RNF14	RNF14
CEP170	CEP170
KCNE3	KCNE3
BCL2L10	BCL2L10
MED16	MED16
FARSB	FARSB
ABI2	ABI2
RGS19	RGS19
ARIH2	ARIH2
OLFM4	OLFM4
TACC2	TACC2
ERLIN1	ERLIN1
GNB5	GNB5
MTHFD2	MTHFD2
WASF3	WASF3
LMAN2	LMAN2
ATF7	ATF7
ADAP1	ADAP1
POLR3A	POLR3A
NUDT5	NUDT5
NISCH	NISCH
XPOT	XPOT
SNF8	SNF8
SYNPO	SYNPO
CASC3	CASC3
RAB11FIP2	RAB11FIP2
LMTK2	LMTK2
CEP131	CEP131
KDM4B	KDM4B
USP33	USP33
KDM4C	KDM4C
MAST2	MAST2
MAPK8IP3	MAPK8IP3
UBR2	UBR2
RPGRIP1L	RPGRIP1L
SMCHD1	SMCHD1
USP24	USP24
KIAA0368	KIAA0368
Sirtuin_5	SIRT5
RHOQ	RHOQ
ISCU	ISCU
SEC14L2	SEC14L2
SMUG1	SMUG1
PRND	PRND
ZNF451	ZNF451
CHD5	CHD5
RNF11	RNF11
DCPS_(gene)	DCPS
USP25	USP25
OLA1	OLA1
TRA2A	TRA2A
GPSM2	GPSM2
STRN3	STRN3
VSX1	VSX1
UBXN1	UBXN1
POLR1D	POLR1D
CHMP5	CHMP5
SF3B6	SF3B6
STK26	STK26
FXYD5	FXYD5
UBA6	UBA6
POMGNT1	POMGNT1
NLRP2	NLRP2
PAK6	PAK6
Repulsive_guidance_molecule_A	RGMA
THOC2	THOC2
GATAD2B	GATAD2B
NCAPG	NCAPG
MARCKSL1	MARCKSL1
CPSF7	CPSF7
FBXO11	FBXO11
RAB11FIP1	RAB11FIP1
DIAPH3	DIAPH3
Epiplakin	EPPK1
TLN2	TLN2
RAB34	RAB34
Obscurin	OBSCN
CNDP1	CNDP1
LRSAM1	LRSAM1
YTHDC1	YTHDC1
TWIST2	TWIST2
G_protein-coupled_bile_acid_receptor	GPBAR1
SPRED2	SPRED2
HIST1H2AA	HIST1H2AA
CALHM1	CALHM1
MALAT1	MALAT1
MIR195	MIR195
MIR451A	MIR451A
ACAA1	ACAA1
Acrosin	ACR
ADD3	ADD3
Argininosuccinate_lyase	ASL
RERE	RERE
ATP6V1C1	ATP6V1C1
BTF3	BTF3
CCNG1	CCNG1
CDKN3	CDKN3
CDX1	CDX1
CRYGS	CRYGS
CSN2	CSN2
CTF1	CTF1
DNTT	DNTT
EGR3	EGR3
EIF1AX	EIF1AX
EIF4EBP2	EIF4EBP2
EPB41L1	EPB41L1
EYA2	EYA2
Flavin_containing_monooxygenase_1	FMO1
GABRA4	GABRA4
GABRA5	GABRA5
GLRB	GLRB
GNRH2	GNRH2
Metabotropic_glutamate_receptor_2	GRM2
GTF2A2	GTF2A2
Equilibrative_nucleoside_transporter_2	SLC29A2
IGHMBP2	IGHMBP2
ITIH3	ITIH3
Isovaleryl-CoA_dehydrogenase	IVD
KIF2A	KIF2A
Loricrin	LOR
Beta-mannosidase	MANBA
MAS1	MAS1
MAP3K10	MAP3K10
NFRKB	NFRKB
OSBP	OSBP
PAFAH1B2	PAFAH1B2
REG3A	REG3A
PBX2	PBX2
Patna_Medical_College_and_Hospital	PMCH
POLRMT	POLRMT
PPP2R2C	PPP2R2C
RBM3	RBM3
RFX5	RFX5
60S_ribosomal_protein_L32	RPL32
RTN1	RTN1
SETMAR	SETMAR
ST3GAL1	ST3GAL1
ST8SIA1	ST8SIA1
SIPA1	SIPA1
Chloride_potassium_symporter_4	SLC12A4
SMPD2	SMPD2
SOX3	SOX3
SUOX	SUOX
TADA2A	TADA2A
TBCE	TBCE
Uroporphyrinogen_III_synthase	UROS
UVRAG	UVRAG
VRK2	VRK2
LAT2	LAT2
XIST	XIST
LST1	LST1
HIST1H2BH	HIST1H2BH
PLA2G4C	PLA2G4C
WNT1-inducible-signaling_pathway_protein_2	WISP2
ALDH1A2	ALDH1A2
SYNJ2	SYNJ2
SGPL1	SGPL1
MTMR3	MTMR3
USP13	USP13
PLOD3	PLOD3
Huntingtin-associated_protein_1	HAP1
SEMA5A	SEMA5A
TMSB10	TMSB10
LARGE	LARGE
SOCS6	SOCS6
ZFYVE9	ZFYVE9
ZRANB2	ZRANB2
Sodium_bicarbonate_cotransporter_3	SLC4A7
EEF1E1	EEF1E1
SCAMP1	SCAMP1
BAG5	BAG5
RAPGEF2	RAPGEF2
RNF40	RNF40
GIT2	GIT2
SNAP91	SNAP91
SV2A	SV2A
KIF14	KIF14
TOM1L1	TOM1L1
ARPC5	ARPC5
CRISP3	CRISP3
CD2BP2	CD2BP2
PIBF1	PIBF1
AGPAT2	AGPAT2
RPP30	RPP30
POMT1	POMT1
RGS14	RGS14
CD3EAP	CD3EAP
AFG3L2	AFG3L2
RAPGEF4	RAPGEF4
AKAP10	AKAP10
DUSP10	DUSP10
USP18	USP18
DDX42	DDX42
NLGN1	NLGN1
STAB1	STAB1
RTF1	RTF1
ATG4B	ATG4B
VPS13A	VPS13A
SCFD1	SCFD1
PUM2	PUM2
SRGAP2	SRGAP2
EDC4	EDC4
STX12	STX12
GRASP55	GORASP2
AUTS2	AUTS2
TOR1AIP1	TOR1AIP1
MYCBP	MYCBP
TIMM13	TIMM13
COPG2	COPG2
LAMP3	LAMP3
TAF5L	TAF5L
EIF2AK1	EIF2AK1
GPR77	C5AR2
PCLO	PCLO
PACSIN1	PACSIN1
CXXC1	CXXC1
EGFL7	EGFL7
HSD17B7	HSD17B7
VTA1	VTA1
ZFR	ZFR
KDM3B	KDM3B
Cyclic_nucleotide_gated_channel_beta_3	CNGB3
PTCD3	PTCD3
YY1AP1	YY1AP1
WDR33	WDR33
LYAR	LYAR
PACS1	PACS1
BAIAP2L1	BAIAP2L1
CYP26B1	CYP26B1
SCYL1	SCYL1
Chloride_potassium_symporter_5	SLC12A5
PCDH10	PCDH10
SAP130	SAP130
VCPIP1	VCPIP1
WDR26	WDR26
Tet_methylcytosine_dioxygenase_1	TET1
ULBP1	ULBP1
HVCN1	HVCN1
SCGB3A1	SCGB3A1
HIST3H2A	HIST3H2A
ARAP1	ARAP1
Musashi-2	MSI2
RDH12	RDH12
EME1	EME1
Angiomotin-like_protein_1	AMOTL1
UNC5B	UNC5B
SGMS1	SGMS1
ABCB5	ABCB5
MYO18A	MYO18A
MIR107	MIR107
ABAT	ABAT
ACP2	ACP2
AK2	AK2
ARL3	ARL3
ATOH1	ATOH1
BCS1L	BCS1L
KLF9	KLF9
CACNB4	CACNB4
CD153	TNFSF8
CLN5	CLN5
CSRP1	CSRP1
Dihydroorotate_dehydrogenase	DHODH
ARID3A	ARID3A
Galanin_receptor_1	GALR1
GAS1	GAS1
Glycine_dehydrogenase_(decarboxylating)	GLDC
Urotensin-II_receptor	UTS2R
Metabotropic_glutamate_receptor_4	GRM4
GTF3C2	GTF3C2
Hemoglobin_subunit_zeta	HBZ
HOXB5	HOXB5
Histatin_3	HTN3
Integrin_beta_8	ITGB8
LMO1	LMO1
MCF2	MCF2
ME2_(gene)	ME2
MAP3K4	MAP3K4
MGAT2	MGAT2
NDUFA5	NDUFA5
CNOT3	CNOT3
OAS2	OAS2
PDE3B	PDE3B
PFDN1	PFDN1
PPY	PPY
PTPN14	PTPN14
RAP1GDS1	RAP1GDS1
RGS7	RGS7
SCN8A	SCN8A
SGCB	SGCB
SCG5	SCG5
Sodium-dependent_phosphate_transport_protein_2A	SLC34A1
SLIT3	SLIT3
SSR1	SSR1
TEAD4	TEAD4
TEP1	TEP1
Alpha-tocopherol_transfer_protein	TTPA
Zinc_transporter_1	SLC30A1
HIST1H4J	HIST1H4J
Latent_TGF-beta_binding_protein	LTBP4
SOAT2	SOAT2
Glyceronephosphate_O-acyltransferase	GNPAT
SEMA7A	SEMA7A
LIPF	LIPF
MAPKAPK5	MAPKAPK5
CDC14A	CDC14A
MAP2K1IP1	LAMTOR3
HRK_(gene)	HRK
Sodium-dependent_multivitamin_transporter	SLC5A6
FUBP3	FUBP3
HIST1H3F	HIST1H3F
BTAF1	BTAF1
INA_(gene)	INA
GTF3C4	GTF3C4
LPXN	LPXN
TP53I3	TP53I3
ATP5J2	ATP5J2
CEP350	CEP350
ARNT2	ARNT2
PUM3	KIAA0020
P2RY14	P2RY14
PPIE_(gene)	PPIE
Prefoldin_subunit_6	PFDN6
Nebulette	NEBL
Emopamil_binding_protein	EBP
CORIN	CORIN
ZMYND11	ZMYND11
PDE10A	PDE10A
Long-chain_fatty_acid_transport_protein_4	SLC27A4
DNAJB4	DNAJB4
KLK8	KLK8
ZHX1	ZHX1
HSPA4L	HSPA4L
KIFAP3	KIFAP3
PLA2R1	PLA2R1
P2RX2	P2RX2
ERP44	ERP44
RHOBTB2	RHOBTB2
MGRN1	MGRN1
SATB2	SATB2
Synemin	SYNM
MORC3	MORC3
HMHA1	HMHA1
ZMYND8	ZMYND8
DNA_polymerase_alpha_subunit_2	POLA2
EID1	EID1
OSBPL3	OSBPL3
ABCA12	ABCA12
OSTF1	OSTF1
CKAP2	CKAP2
TRAPPC3	TRAPPC3
RPS6KA6	RPS6KA6
FLVCR1	FLVCR1
NOB1	NOB1
Zinc_transporter_ZIP2	SLC39A2
SDF4	SDF4
GTSE1	GTSE1
KLF13	KLF13
UBASH3A	UBASH3A
Nucleoporin_54	NUP54
DNAJC10	DNAJC10
HAUS6	HAUS6
Late_endosomal/lysosomal_adaptor,_mapk_and_mtor_activator_1	LAMTOR1
RNLS	RNLS
GPR126	GPR126
WDR48	WDR48
HPSE2	HPSE2
XYLT1	XYLT1
ERAP2	ERAP2
SIL1	SIL1
POLR1E	POLR1E
CPEB1	CPEB1
SECISBP2	SECISBP2
TNIP2	TNIP2
ADM2	ADM2
EPC1	EPC1
SNX27	SNX27
APH1B	APH1B
TAS1R3	TAS1R3
TAF3	TAF3
ARL6	ARL6
HIST1H2AH	HIST1H2AH
MCFD2	MCFD2
BMF_(gene)	BMF
Viperin	RSAD2
FTSJ3	FTSJ3
NEDD1	NEDD1
RAVER1	RAVER1
CD200R1	CD200R1
PACRG	PACRG
CCDC50	CCDC50
Sodium-coupled_monocarboxylate_transporter_1	SLC5A8
CCNY_(gene)	CCNY
MMAB	MMAB
ACTBL2	ACTBL2
MIR140	MIR140
MIR18A	MIR18A
MIR218-1	MIR218-1
MIR29C	MIR29C
MIR96	MIR96
AANAT_(gene)	AANAT
ASIC2	ASIC2
ADK_(gene)	ADK
Aldehyde_dehydrogenase_9_family,_member_A1	ALDH9A1
ALOX12B	ALOX12B
APOC4	APOC4
ATPase_ASNA1	ASNA1
ATP1B3	ATP1B3
BBS4	BBS4
BCL9	BCL9
BTG1	BTG1
Carbonic_anhydrase_VI	CA6
CD1E	CD1E
CD52	CD52
Collagen,_type_XII,_alpha_1	COL12A1
Neurocan	NCAN
DMRT1	DMRT1
DNASE2	DNASE2
DR1_(gene)	DR1
Estrogen-related_receptor_beta	ESRRB
FOXF1	FOXF1
GNG5	GNG5
GOLGA4	GOLGA4
GP5_(gene)	GP5
GRIK3	GRIK3
MNX1	MNX1
HOXB1	HOXB1
HSF4	HSF4
IFIT3	IFIT3
KCNJ12	KCNJ12
FADS3	FADS3
MAZ_(gene)	MAZ
MEP1A	MEP1A
MEP1B	MEP1B
Microsomal_glutathione_S-transferase_1	MGST1
MMP15	MMP15
MPP1	MPP1
MT1F	MT1F
NDUFA10	NDUFA10
NDUFS8	NDUFS8
NFIL3	NFIL3
Neurogranin	NRGN
Osteoglycin	OGN
CLDN11	CLDN11
SERPINB6	SERPINB6
PLXNA2	PLXNA2
PRIM1	PRIM1
MAPK6	MAPK6
DNAJC3	DNAJC3
PVT1	PVT1
60S_ribosomal_protein_L37a	RPL37A
40S_ribosomal_protein_S4,_Y_isoform_1	RPS4Y1
SGCA	SGCA
SLA_(gene)	SLA
Sodium-_and_chloride-dependent_glycine_transporter_1	SLC6A9
SPRR3	SPRR3
SRP54	SRP54
TAF4B	TAF4B
TECTA	TECTA
ICAM5	ICAM5
TLE4	TLE4
XK_(protein)	XK
MAP3K12	MAP3K12
FZD3	FZD3
ST7	ST7
HIST1H2BO	HIST1H2BO
HIST1H3C	HIST1H3C
HIST1H4D	HIST1H4D
HIST1H4H	HIST1H4H
HIST1H4E	HIST1H4E
BCAR3	BCAR3
STX16	STX16
NAPG	NAPG
SUCLA2	SUCLA2
SYNGAP1	SYNGAP1
MPZL1	MPZL1
SH2D2A	SH2D2A
ITGB1BP1	ITGB1BP1
GTF3C5	GTF3C5
HAND2	HAND2
EIF4E2	EIF4E2
MAD2L1BP	MAD2L1BP
IQCB1	IQCB1
Myomegalin	PDE4DIP
SLK_(gene)	SLK
SNX17	SNX17
DAZAP2	DAZAP2
NUAK1	NUAK1
BCAS2	BCAS2
CACNG2	CACNG2
TUBGCP3	TUBGCP3
EMG1	EMG1
ENOX2	ENOX2
CDC42EP3	CDC42EP3
Sperm-associated_antigen_5	SPAG5
IQGAP2	IQGAP2
ADAM28	ADAM28
WDR3	WDR3
FGFR1OP	FGFR1OP
EMILIN1	EMILIN1
WDR6	WDR6
CHP1	CHP1
CEP152	CEP152
SMC5	SMC5
EHBP1	EHBP1
MAN2B2	MAN2B2
SASH1	SASH1
Extended_synaptotagmin-1	ESYT1
U2SURP	U2SURP
ZNF281	ZNF281
BCL2L13	BCL2L13
Zinc_transporter_ZIP6	SLC39A6
ANKRD17	ANKRD17
GPSM1	GPSM1
FBXW8	FBXW8
GAPDHS	GAPDHS
GLS2	GLS2
Basic_leucine_zipper_and_W2_domain-containing_protein_2	BZW2
KLK14	KLK14
Neurogenin-3	NEUROG3
HP1BP3	HP1BP3
LAP3	LAP3
RLIM	RLIM
L-xylulose_reductase	DCXR
NT5C3A	NT5C3A
CD320	CD320
WAC_(gene)	WAC
POMP	POMP
ATP6V1D	ATP6V1D
UBE2J1	UBE2J1
ACSL5	ACSL5
PELO	PELO
Multidrug_and_toxin_extrusion_protein_1	SLC47A1
LIN7C	LIN7C
IL17RB	IL17RB
KLK15	KLK15
STAB2	STAB2
IPO9	IPO9
AGK_(gene)	AGK
SCN3B	SCN3B
ADCY10	ADCY10
PAG1	PAG1
GNG12	GNG12
IL36G	IL36G
EIF4ENIF1	EIF4ENIF1
DAZ2	DAZ2
SLAMF7	SLAMF7
PLEKHA1	PLEKHA1
RNF123	RNF123
Methylcrotonyl-CoA_carboxylase	MCCC2
Leprecan	LEPRE1
TBC1D15	TBC1D15
GPR177	WLS
Thiamine_transporter_2	SLC19A3
SEH1L	SEH1L
POLDIP3	POLDIP3
UTP4	CIRH1A
FTMT	FTMT
TOM1L2	TOM1L2
ARID2	ARID2
LIPH	LIPH
ANO5	ANO5
WDR62	WDR62
MIR133A1	MIR133A1
MIR181B1	MIR181B1
MIR199A1	MIR199A1
MIR23A	MIR23A
MIR24-1	MIR24-1
Vasopressin_receptor_1B	AVPR1B
CAPZA2	CAPZA2
CHRND	CHRND
CLK2	CLK2
CLK3_(gene)	CLK3
Collagen,_type_VIII,_alpha_2	COL8A2
Collagen,_type_XV,_alpha_1	COL15A1
CRABP1	CRABP1
CST4	CST4
CYP4B1	CYP4B1
DAD1	DAD1
DPYSL3	DPYSL3
EMX2	EMX2
EPHB3	EPHB3
FKBP3	FKBP3
FUT7	FUT7
GLG1	GLG1
GPR37	GPR37
Metabotropic_glutamate_receptor_8	GRM8
HIST1H1T	HIST1H1T
HAS3	HAS3
HELLS	HELLS
HPR_(gene)	HPR
Stt3a,_catalytic_subunit_of_the_oligosaccharyltransferase_complex	STT3A
Keratin_4	KRT4
AFF3	AFF3
TRPM1	TRPM1
Metallothionein_1G	MT1G
NAGLU	NAGLU
NDUFB6	NDUFB6
Neuropeptide_Y_receptor_Y5	NPY5R
ODF2	ODF2
PGK2	PGK2
FXYD1	FXYD1
Plexin_A1	PLXNA1
PPP2R3A	PPP2R3A
PRCP	PRCP
PTPRN2	PTPRN2
PTPRR	PTPRR
PURB	PURB
Parvalbumin	PVALB
RGS10	RGS10
40S_ribosomal_protein_S28	RPS28
SCO1	SCO1
Secretin	SCT
SEMG2	SEMG2
SFRP5	SFRP5
SNTB1	SNTB1
Syntaxin_binding_protein_3	STXBP3
SURF4	SURF4
TSPAN7	TSPAN7
TNNT3	TNNT3
TNS1	TNS1
KCNAB1	KCNAB1
Zinc_transporter_SLC39A7	SLC39A7
TFEB	TFEB
HIST1H4L	HIST1H4L
DHX16	DHX16
CDC42BPA	CDC42BPA
Integrin_alpha_8	ITGA8
DGKE	DGKE
Cyclin-dependent_kinase_10	CDK10
DPM1	DPM1
CLDN12	CLDN12
USP6	USP6
PDLIM1	PDLIM1
ATP6V1F	ATP6V1F
TRIP11	TRIP11
KIF3B	KIF3B
AKAP6	AKAP6
ATP6V1G1	ATP6V1G1
MORF4L2	MORF4L2
ATG13	ATG13
PJA2	PJA2
Fig4	FIG4
KIAA0196	KIAA0196
IQSEC1	IQSEC1
ACOT8	ACOT8
GJC1	GJC1
KIF20A	KIF20A
LPAR6	LPAR6
SORBS3	SORBS3
COG5	COG5
CHERP	CHERP
PITRM1	PITRM1
Sodium-dependent_phosphate_transport_protein_2B	SLC34A2
MYL12A	MYL12A
ATP5L	ATP5L
CPLX2	CPLX2
TOMM34	TOMM34
IL1RAPL1	IL1RAPL1
FSTL1	FSTL1
Exosome_component_8	EXOSC8
MRAS	MRAS
PDCD11	PDCD11
DAAM1	DAAM1
Exosome_component_7	EXOSC7
PARC_(gene)	CUL9
POGZ	POGZ
KANK1	KANK1
NCAPD3	NCAPD3
COTL1	COTL1
ITGB3BP	ITGB3BP
RYBP	RYBP
ABCB9	ABCB9
SLC39A14	SLC39A14
WBP2	WBP2
LSM4	LSM4
KLK13	KLK13
VPS33B	VPS33B
SNX5	SNX5
PCDH11X	PCDH11X
TOR2A	TOR2A
SAP30BP	SAP30BP
MYLIP	MYLIP
LGALS13	LGALS13
NRBP1	NRBP1
TAX1BP3	TAX1BP3
Exosome_component_1	EXOSC1
ABHD5	ABHD5
RDH11	RDH11
CLEC1B	CLEC1B
MAGEC2	MAGEC2
YTHDF2	YTHDF2
IP6K2	IP6K2
ANKFY1	ANKFY1
SHC3	SHC3
PRKAG3	PRKAG3
GAR1	GAR1
TMCO1	TMCO1
CPVL	CPVL
ROBO4	ROBO4
CNNM2	CNNM2
DPP8	DPP8
CEP192	CEP192
RBM28	RBM28
WRAP53	WRAP53
RMDN3	RMDN3
UQCC1	UQCC1
IMP3	IMP3
CDCA7L	CDCA7L
RBM22	RBM22
MEPCE	MEPCE
PPAN	PPAN
Methylcrotonyl-CoA_carboxylase	MCCC1
OTUD7B	OTUD7B
SCAF4	SCAF4
HACE1	HACE1
SAV1	SAV1
NPAS3	NPAS3
LMBR1	LMBR1
ATG3	ATG3
Ceramide_kinase	CERK
WNK3	WNK3
ASPSCR1	ASPSCR1
MUL1	MUL1
CENPU	CENPU
STEAP4	STEAP4
MCMBP	MCMBP
MED28	MED28
CMIP_(gene)	CMIP
RILP_(gene)	RILP
GRWD1	GRWD1
KCTD10	KCTD10
ING5	ING5
MCM8	MCM8
DPY30	DPY30
RIOX2	MINA
TNS4	TNS4
RHOT2	RHOT2
ATPIF1	ATPIF1
Melanopsin	OPN4
TP53INP1	TP53INP1
PLCD3	PLCD3
SLITRK1	SLITRK1
HSPB6	HSPB6
MED19	MED19
CDC26	CDC26
ZBTB38	ZBTB38
LIN9	LIN9
Hydroxycarboxylic_acid_receptor_2	HCAR2
NDUFS7	NDUFS7
MIR10A	MIR10A
MIR181A2	MIR181A2
MIR27B	MIR27B
MIR29B1	MIR29B1
PHOX2A	PHOX2A
ATP12A	ATP12A
ATP2B3	ATP2B3
BCAT2	BCAT2
BCKDHB	BCKDHB
Bone_morphogenetic_protein_3	BMP3
Bone_morphogenetic_protein_5	BMP5
PTTG1IP	PTTG1IP
CEBPG	CEBPG
Collagen,_type_VIII,_alpha_1	COL8A1
CRYM	CRYM
Cathepsin_L2	CTSV
DDX11	DDX11
DNA2L	DNA2
PHC2	PHC2
Ephrin_A4	EFNA4
EMP2	EMP2
DMTN	DMTN
ETFB	ETFB
ETFDH	ETFDH
Adrenal_ferredoxin	FDX1
FKBP1B	FKBP1B
FRG1	FRG1
GABRG3	GABRG3
Free_fatty_acid_receptor_2	FFAR2
GUCA1A	GUCA1A
HAGH	HAGH
HLF_(gene)	HLF
HMGB3	HMGB3
HOXC13	HOXC13
Hippocalcin-like_protein_1	HPCAL1
IFIT2	IFIT2
LETM1	LETM1
MT1X	MT1X
MX2	MX2
MYO1E	MYO1E
PPP1R12B	PPP1R12B
NAGA_(gene)	NAGA
NDUFA8	NDUFA8
OGDH	OGDH
P2RX3	P2RX3
Phosducin	PDC
PDE2A	PDE2A
Phosphoglucomutase_3	PGM3
PPP2R5B	PPP2R5B
PRPS2	PRPS2
PSG1_(gene)	PSG1
PWP2	PWP2
RAB27B	RAB27B
MRPL12	MRPL12
40S_ribosomal_protein_S29	RPS29
SCNN1D	SCNN1D
CCL25	CCL25
SGSH	SGSH
SI_(gene)	SI
SPIB	SPIB
TBCA	TBCA
PHLDA2	PHLDA2
TTC1	TTC1
UGP2	UGP2
Collagen,_type_XIV,_alpha_1	COL14A1
WNT11	WNT11
WNT2B	WNT2B
XPNPEP1	XPNPEP1
SEMA3B	SEMA3B
MAFK	MAFK
Gigaxonin	GAN
EOMES	EOMES
Attractin	ATRN
TTF2	TTF2
PDE8B	PDE8B
SKAP1	SKAP1
UNC5C	UNC5C
CD84	CD84
CPNE1	CPNE1
FOXH1	FOXH1
SKAP2	SKAP2
P4HA2	P4HA2
GPRC5A	GPRC5A
PAPSS2	PAPSS2
PKMYT1	PKMYT1
Uncoordinated-119_(Unc-119)	UNC119
Cyclin_E2	CCNE2
Sodium-_and_chloride-dependent_glycine_transporter_2	SLC6A5
ASIC3	ASIC3
BAG4	BAG4
GCC2	GCC2
